,n_word,n_firstSound,n_word_count,n_lemma,n_lemma_count,det,det_count,num,num_count,n_id,sen_id
8340.0,audit,Consonant,17,audit,17,,,,,15,email-enronsent24_01-0055
8341.0,rights,Consonant,28,rights,27,,,,,16,email-enronsent24_01-0055
8342.0,20,Consonant,3,20,5,,,,,4,email-enronsent24_01-0057
8343.0,20.doc,Consonant,3,20.doc,3,,,,,4,email-enronsent24_01-0058
8344.0,lot,Consonant,114,lot,158,a,4555.0,,,8,email-enronsent24_01-0061
8345.0,comfort,Consonant,2,comfort,3,some,337.0,,,14,email-enronsent24_01-0061
8346.0,lawyer,Consonant,8,lawyer,16,a,4555.0,,,22,email-enronsent24_01-0061
8347.0,form,Consonant,53,form,64,the,9347.0,,,4,email-enronsent24_01-0063
8348.0,form,Consonant,53,form,64,the,9347.0,,,8,email-enronsent24_01-0063
8349.0,thanks,Consonant,270,thanks,272,,,,,1,email-enronsent24_01-0065
8350.0,initials,Vowel,2,initial,3,the,9347.0,,,16,email-enronsent24_01-0067
8351.0,pages,Consonant,13,page,42,the,9347.0,,,19,email-enronsent24_01-0067
8352.0,fax,Consonant,52,fax,52,,,,,2,email-enronsent24_01-0068
8353.0,am,Consonant,131,am,131,,,11:26,1.0,3,email-enronsent24_01-0072
8354.0,home,Consonant,72,home,78,,,,,5,email-enronsent24_01-0073
8355.0,tomorrow,Consonant,33,tomorrow,33,,,,,5,email-enronsent24_01-0074
8356.0,fax,Consonant,52,fax,52,,,,,4,email-enronsent24_01-0075
8357.0,machine,Consonant,8,machine,11,a,4555.0,,,5,email-enronsent24_01-0075
8358.0,home,Consonant,72,home,78,,,,,7,email-enronsent24_01-0075
8359.0,office,Vowel,89,office,104,the,9347.0,,,13,email-enronsent24_01-0076
8360.0,office,Vowel,89,office,104,the,9347.0,,,5,email-enronsent24_01-0079
8361.0,signature,Consonant,8,signature,9,,,,,8,email-enronsent24_01-0079
8362.0,pages,Consonant,13,page,42,,,,,9,email-enronsent24_01-0079
8363.0,today,Consonant,103,today,104,,,,,10,email-enronsent24_01-0079
8364.0,am,Consonant,131,am,131,,,11:07,2.0,3,email-enronsent24_01-0084
8365.0,yesterday,Consonant,29,yesterday,29,,,,,6,email-enronsent24_01-0088
8366.0,language,Consonant,40,language,41,the,9347.0,,,10,email-enronsent24_01-0088
8367.0,peoples,Consonant,9,people,327,,,,,12,email-enronsent24_01-0088
8368.0,audit,Consonant,17,audit,17,,,,,14,email-enronsent24_01-0088
8369.0,rights,Consonant,28,rights,27,,,,,15,email-enronsent24_01-0088
8370.0,reaction,Consonant,5,reaction,6,,,,,3,email-enronsent24_01-0089
8371.0,request,Consonant,35,request,48,,,,,7,email-enronsent24_01-0089
8372.0,line,Consonant,62,line,84,,,,,13,email-enronsent24_01-0089
8373.0,spirit,Consonant,5,spirit,6,the,9347.0,,,16,email-enronsent24_01-0089
8374.0,l.l.c,Consonant,2,l.l.c,2,a,4555.0,,,21,email-enronsent24_01-0089
8375.0,couple,Consonant,63,couple,67,a,4555.0,,,7,email-enronsent24_01-0090
8376.0,revisions,Consonant,5,revision,11,,,,,9,email-enronsent24_01-0090
8377.0,interests,Vowel,8,interest,35,,,,,14,email-enronsent24_01-0090
8378.0,information,Vowel,89,information,89,,,,,5,email-enronsent24_01-0091
8379.0,enovate,Consonant,5,enovate,5,,,,,14,email-enronsent24_01-0091
8380.0,representative,Consonant,8,representative,10,each,55.0,,,21,email-enronsent24_01-0091
8381.0,confidentiality,Consonant,11,confidentiality,11,,,,,26,email-enronsent24_01-0091
8382.0,agreement,Consonant,79,agreement,88,an,590.0,,,27,email-enronsent24_01-0091
8383.0,language,Consonant,40,language,41,this,886.0,,,2,email-enronsent24_01-0092
8384.0,draft,Consonant,48,draft,52,the,9347.0,,,9,email-enronsent24_01-0092
8385.0,goal,Consonant,11,goal,21,,,,,2,email-enronsent24_01-0093
8386.0,risk,Consonant,36,risk,42,,,,,11,email-enronsent24_01-0093
8387.0,policy,Consonant,30,policy,35,the,9347.0,,,12,email-enronsent24_01-0093
8388.0,end,Consonant,84,end,87,the,9347.0,,,15,email-enronsent24_01-0093
8389.0,today,Consonant,103,today,104,,,,,17,email-enronsent24_01-0093
8390.0,activity,Consonant,17,activity,45,,,,,1,email-enronsent24_01-0094
8391.0,line,Consonant,62,line,84,the,9347.0,,,9,email-enronsent24_01-0094
8392.0,day,Consonant,207,day,332,each,55.0,,,16,email-enronsent24_01-0094
8393.0,problems,Consonant,48,problem,134,any,368.0,,,12,email-enronsent24_01-0095
8394.0,draft,Consonant,48,draft,52,the,9347.0,,,15,email-enronsent24_01-0095
8395.0,peoples,Consonant,9,people,327,,,,,9,email-enronsent24_01-0096
8396.0,revision,Consonant,6,revision,11,,,,,13,email-enronsent24_01-0096
8397.0,morning,Consonant,51,morning,53,,,,,16,email-enronsent24_01-0096
8398.0,thanks,Consonant,270,thanks,272,,,,,1,email-enronsent24_01-0097
8399.0,attention,Consonant,35,attention,35,,,,,5,email-enronsent24_01-0097
8400.0,thanks,Consonant,270,thanks,272,,,,,1,email-enronsent24_01-0098
8401.0,pm,Consonant,174,pm,174,,,12:12,3.0,3,email-enronsent24_01-0101
8402.0,language,Consonant,40,language,41,this,886.0,,,7,email-enronsent24_01-0103
8403.0,risk,Consonant,36,risk,42,,,,,10,email-enronsent24_01-0103
8404.0,management,Consonant,35,management,35,,,,,11,email-enronsent24_01-0103
8405.0,policy,Consonant,30,policy,35,the,9347.0,,,12,email-enronsent24_01-0103
8406.0,light,Consonant,35,light,43,,,,,2,email-enronsent24_01-0104
8407.0,ca,Consonant,4,ca,4,the,9347.0,,,5,email-enronsent24_01-0104
8408.0,curves,Consonant,9,curve,11,,,,,7,email-enronsent24_01-0104
8409.0,blanket,Consonant,9,blanket,9,,,,,15,email-enronsent24_01-0104
8410.0,statement,Consonant,22,statement,35,a,4555.0,,,16,email-enronsent24_01-0104
8411.0,peoples,Consonant,9,people,327,,,,,19,email-enronsent24_01-0104
8412.0,access,Consonant,32,access,32,,,,,21,email-enronsent24_01-0104
8413.0,information,Vowel,89,information,89,,,,,23,email-enronsent24_01-0104
8414.0,audit,Consonant,17,audit,17,,,,,6,email-enronsent24_01-0105
8415.0,rights,Consonant,28,rights,27,,,,,7,email-enronsent24_01-0105
8416.0,llc,Consonant,3,llc,3,,,,,10,email-enronsent24_01-0105
8417.0,agreement,Consonant,79,agreement,88,the,9347.0,,,11,email-enronsent24_01-0105
8418.0,right,Consonant,25,right,26,a,4555.0,,,22,email-enronsent24_01-0105
8419.0,thanks,Consonant,270,thanks,272,,,,,1,email-enronsent24_01-0107
8420.0,am,Consonant,131,am,131,,,11:32,3.0,3,email-enronsent24_01-0110
8421.0,enovate,Consonant,5,enovate,5,,,,,6,email-enronsent24_01-0111
8422.0,risk,Consonant,36,risk,42,,,,,7,email-enronsent24_01-0111
8423.0,policy,Consonant,30,policy,35,the,9347.0,,,8,email-enronsent24_01-0111
8424.0,attorneys,Consonant,5,attorney,19,,,,,2,email-enronsent24_01-0112
8425.0,audit,Consonant,17,audit,17,,,,,5,email-enronsent24_01-0112
8426.0,area,Consonant,91,area,119,,,,,6,email-enronsent24_01-0112
8427.0,language,Consonant,40,language,41,,,,,10,email-enronsent24_01-0112
8428.0,revision,Consonant,6,revision,11,,,one,244.0,11,email-enronsent24_01-0112
8429.0,section,Consonant,29,section,35,,,xiii,3.0,13,email-enronsent24_01-0112
8430.0,audit,Consonant,17,audit,17,,,,,15,email-enronsent24_01-0112
8431.0,rights,Consonant,28,rights,27,,,,,16,email-enronsent24_01-0112
8432.0,20,Consonant,3,20,5,,,,,4,email-enronsent24_01-0114
8433.0,20.doc,Consonant,3,20.doc,3,,,,,4,email-enronsent24_01-0115
8434.0,tomorrow,Consonant,33,tomorrow,33,,,,,9,email-enronsent24_01-0117
8435.0,morning,Consonant,51,morning,53,,,,,10,email-enronsent24_01-0117
8436.0,way,Consonant,225,way,242,that,203.0,,,2,email-enronsent24_01-0119
8437.0,time,Consonant,479,time,558,,,,,11,email-enronsent24_01-0119
8438.0,weekend,Consonant,38,weekend,48,,,,,13,email-enronsent24_01-0119
8439.0,review,Consonant,42,review,75,,,,,14,email-enronsent24_01-0119
8440.0,mom,Consonant,18,mom,18,,,,,12,email-enronsent15_01-0003
8441.0,turkey,Consonant,2,turkey,2,,,,,25,email-enronsent15_01-0003
8442.0,beef,Consonant,5,beef,5,,,,,28,email-enronsent15_01-0003
8443.0,joy,Consonant,2,joy,2,the,9347.0,,,48,email-enronsent15_01-0003
8444.0,cooking,Consonant,1,cooking,1,,,,,50,email-enronsent15_01-0003
8445.0,girls,Consonant,24,girl,64,the,9347.0,,,6,email-enronsent15_01-0004
8446.0,version,Consonant,27,version,30,a,4555.0,,,5,email-enronsent15_01-0005
8447.0,times,Consonant,79,time,558,,,,,20,email-enronsent15_01-0005
8448.0,player,Consonant,6,player,10,a,4555.0,,,7,email-enronsent15_01-0007
8449.0,cards,Consonant,10,card,30,,,,,4,email-enronsent15_01-0008
8450.0,hands,Consonant,29,hand,81,,,,,26,email-enronsent15_01-0008
8451.0,mom,Consonant,18,mom,18,,,,,7,email-enronsent15_01-0009
8452.0,place,Consonant,276,place,337,,,,,11,email-enronsent15_01-0009
8453.0,house,Consonant,65,house,69,,,,,6,email-enronsent15_01-0010
8454.0,apartment,Consonant,15,apartment,21,,,,,13,email-enronsent15_01-0010
8455.0,stuff,Consonant,34,stuff,35,,,,,10,email-enronsent15_01-0011
8456.0,baby,Consonant,28,baby,39,,,,,27,email-enronsent15_01-0011
8457.0,stuff,Consonant,34,stuff,35,,,,,28,email-enronsent15_01-0011
8458.0,month,Consonant,66,month,138,,,6,27.0,8,email-enronsent15_01-0012
8459.0,lease,Consonant,5,lease,5,a,4555.0,,,9,email-enronsent15_01-0012
8460.0,lease,Consonant,5,lease,5,,,,,14,email-enronsent15_01-0012
8461.0,month,Consonant,66,month,138,,,,,16,email-enronsent15_01-0012
8462.0,people,Consonant,316,people,327,,,3,89.0,23,email-enronsent15_01-0012
8463.0,apartment,Consonant,15,apartment,21,that,203.0,,,27,email-enronsent15_01-0012
8464.0,place,Consonant,276,place,337,another,127.0,,,12,email-enronsent15_01-0013
8465.0,apartment,Consonant,15,apartment,21,,,,,3,email-enronsent15_01-0014
8466.0,roaches,Consonant,2,roach,2,,,,,12,email-enronsent15_01-0014
8467.0,baby,Consonant,28,baby,39,the,9347.0,,,18,email-enronsent15_01-0014
8468.0,mom,Consonant,18,mom,18,,,,,3,email-enronsent15_01-0015
8469.0,baby,Consonant,28,baby,39,the,9347.0,,,19,email-enronsent15_01-0015
8470.0,house,Consonant,65,house,69,,,,,12,email-enronsent15_01-0016
8471.0,guest,Consonant,5,guest,15,,,,,4,email-enronsent15_01-0017
8472.0,suite,Consonant,9,suite,10,the,9347.0,,,5,email-enronsent15_01-0017
8473.0,bathroom,Consonant,15,bathroom,16,,,,,6,email-enronsent15_01-0018
8474.0,tv,Consonant,21,tv,21,,,,,8,email-enronsent15_01-0018
8475.0,call,Consonant,93,call,107,the,9347.0,,,5,email-enronsent15_01-0019
8476.0,uncle,Vowel,3,uncle,4,,,,,7,email-enronsent15_01-0019
8477.0,voice,Consonant,12,voice,13,,,,,25,email-enronsent15_01-0019
8478.0,conversation,Consonant,15,conversation,22,both,29.0,,,6,email-enronsent15_01-0020
8479.0,start,Consonant,15,start,16,a,4555.0,,,9,email-enronsent15_01-0021
8480.0,plans,Consonant,23,plan,55,,,,,7,email-enronsent15_01-0022
8481.0,evening,Consonant,19,evening,21,the,9347.0,,,4,email-enronsent15_01-0023
8482.0,21st,Consonant,2,21st,2,the,9347.0,,,7,email-enronsent15_01-0023
8483.0,flight,Consonant,23,flight,29,,,,,10,email-enronsent15_01-0023
8484.0,pm,Consonant,174,pm,174,,,10,58.0,15,email-enronsent15_01-0023
8485.0,morning,Consonant,51,morning,53,the,9347.0,,,20,email-enronsent15_01-0023
8486.0,27th,Consonant,2,27th,2,the,9347.0,,,23,email-enronsent15_01-0023
8487.0,am,Consonant,131,am,131,,,6,27.0,26,email-enronsent15_01-0023
8488.0,touch,Consonant,16,touch,16,,,,,3,email-enronsent15_01-0025
8489.0,pm,Consonant,174,pm,174,,,05:07,1.0,3,email-enronsent15_01-0027
8490.0,email,Consonant,96,email,106,an,590.0,,,15,email-enronsent15_01-0029
8491.0,message,Consonant,63,message,72,,,,,6,email-enronsent15_01-0030
8492.0,thing,Consonant,100,thing,200,the,9347.0,,,14,email-enronsent15_01-0030
8493.0,job,Consonant,125,job,139,a,4555.0,,,7,email-enronsent15_01-0031
8494.0,dinners,Consonant,2,dinner,45,the,9347.0,,,22,email-enronsent15_01-0031
8495.0,heads,Consonant,11,head,48,,,,,43,email-enronsent15_01-0031
8496.0,ma,Consonant,2,ma,2,,,,,1,email-enronsent15_01-0032
8497.0,time,Consonant,479,time,558,a,4555.0,,,7,email-enronsent15_01-0032
8498.0,room,Consonant,95,room,117,,,,,7,email-enronsent15_01-0033
8499.0,house,Consonant,65,house,69,,,,,10,email-enronsent15_01-0033
8500.0,baby,Consonant,28,baby,39,the,9347.0,,,12,email-enronsent15_01-0034
8501.0,baby,Consonant,28,baby,39,the,9347.0,,,21,email-enronsent15_01-0034
8502.0,5th,Consonant,2,5th,2,,,,,26,email-enronsent15_01-0034
8503.0,ma,Consonant,2,ma,2,,,,,6,email-enronsent15_01-0035
8504.0,appartment,Consonant,1,apartment,21,,,,,8,email-enronsent15_01-0035
8505.0,phone,Consonant,99,phone,107,,,,,7,email-enronsent15_01-0036
8506.0,ocnversation,Vowel,1,conversation,22,,,,,8,email-enronsent15_01-0036
8507.0,unlce,Vowel,1,uncle,4,,,,,10,email-enronsent15_01-0036
8508.0,solutions,Consonant,5,solution,26,,,,,7,email-enronsent15_01-0042
8509.0,engineer,Consonant,4,engineer,5,,,,,8,email-enronsent15_01-0042
8510.0,floor,Consonant,14,floor,14,,,,,8,email-enronsent15_01-0044
8511.0,phone,Consonant,99,phone,107,,,899-4425,1.0,15,email-enronsent15_01-0044
8512.0,fax,Consonant,52,fax,52,,,899-4310,1.0,22,email-enronsent15_01-0044
8513.0,cell,Consonant,16,cell,22,,,859-7187,1.0,29,email-enronsent15_01-0044
8514.0,email,Consonant,96,email,106,,,,,36,email-enronsent15_01-0044
8515.0,web,Consonant,31,web,31,,,,,3,email-enronsent15_01-0046
8516.0,page,Consonant,29,page,42,,,,,4,email-enronsent15_01-0046
8517.0,pm,Consonant,174,pm,174,,,04:34,1.0,20,email-enronsent15_01-0048
8518.0,email,Consonant,96,email,106,an,590.0,,,11,email-enronsent15_01-0050
8519.0,sister,Consonant,5,sister,6,,,,,15,email-enronsent15_01-0050
8520.0,return,Consonant,23,return,25,,,,,1,email-enronsent15_01-0052
8521.0,receipt,Consonant,10,receipt,10,,,,,2,email-enronsent15_01-0052
8522.0,question,Consonant,58,question,153,,,,,5,email-enronsent15_01-0053
8523.0,document,Consonant,14,document,27,,,,,6,email-enronsent15_01-0053
8524.0,pm,Consonant,174,pm,174,,,01:00:51,1.0,23,email-enronsent15_01-0053
8525.0,today,Consonant,103,today,104,,,,,24,email-enronsent15_01-0053
8526.0,assistant,Consonant,9,assistant,9,,,,,5,email-enronsent15_01-0054
8527.0,emails,Consonant,10,email,106,these,199.0,,,10,email-enronsent15_01-0054
8528.0,thanks,Consonant,270,thanks,272,,,,,1,email-enronsent15_01-0055
8529.0,pm,Consonant,174,pm,174,,,04:49,1.0,3,email-enronsent15_01-0057
8530.0,gcp,Consonant,11,gcp,11,,,,,4,email-enronsent15_01-0058
8531.0,signoffs,Consonant,1,signoff,8,the,9347.0,,,5,email-enronsent15_01-0058
8532.0,eol,Consonant,8,eol,8,,,,,7,email-enronsent15_01-0058
8533.0,approvals,Consonant,1,approval,19,,,11/29/00,1.0,8,email-enronsent15_01-0058
8534.0,gcp,Consonant,11,gcp,11,,,,,12,email-enronsent15_01-0058
8535.0,responses,Consonant,10,response,52,,,,,13,email-enronsent15_01-0058
8536.0,red,Consonant,1,red,1,,,,,16,email-enronsent15_01-0058
8537.0,pm,Consonant,174,pm,174,,,04:31,1.0,3,email-enronsent15_01-0061
8538.0,regards,Consonant,54,regards,54,,,,,1,email-enronsent15_01-0062
8539.0,agreement,Consonant,79,agreement,88,the,9347.0,,,5,email-enronsent15_01-0064
8540.0,notice,Consonant,17,notice,17,,,,,6,email-enronsent15_01-0065
8541.0,information,Vowel,89,information,89,the,9347.0,,,7,email-enronsent15_01-0065
8542.0,today,Consonant,103,today,104,,,,,12,email-enronsent15_01-0066
8543.0,countersignature,Consonant,1,countersignature,1,,,,,20,email-enronsent15_01-0066
8544.0,title,Consonant,9,title,13,,,,,8,email-enronsent15_01-0067
8545.0,authority,Consonant,13,authority,25,the,9347.0,,,8,email-enronsent15_01-0068
8546.0,documents,Consonant,13,document,27,,,,,11,email-enronsent15_01-0068
8547.0,authority,Consonant,13,authority,25,,,,,14,email-enronsent15_01-0068
8548.0,entities,Consonant,8,entity,21,the,9347.0,,,7,email-enronsent15_01-0070
8549.0,default,Consonant,6,default,7,a,4555.0,,,13,email-enronsent15_01-0070
8550.0,transaction,Consonant,22,transaction,34,a,4555.0,,,17,email-enronsent15_01-0070
8551.0,entities,Consonant,8,entity,21,those,81.0,,,22,email-enronsent15_01-0070
8552.0,default,Consonant,6,default,7,a,4555.0,,,24,email-enronsent15_01-0070
8553.0,agreement,Consonant,79,agreement,88,this,886.0,,,27,email-enronsent15_01-0070
8554.0,concern,Consonant,21,concern,36,,,,,2,email-enronsent15_01-0071
8555.0,trading,Consonant,19,trading,19,,,,,10,email-enronsent15_01-0071
8556.0,defaults,Consonant,1,default,7,any,368.0,,,12,email-enronsent15_01-0071
8557.0,default,Consonant,6,default,7,a,4555.0,,,17,email-enronsent15_01-0071
8558.0,loan,Consonant,5,loan,5,,,,,20,email-enronsent15_01-0071
8559.0,transaction,Consonant,22,transaction,34,a,4555.0,,,21,email-enronsent15_01-0071
8560.0,swap,Consonant,8,swap,9,a,4555.0,,,25,email-enronsent15_01-0071
8561.0,component,Consonant,2,component,4,a,4555.0,,,28,email-enronsent15_01-0071
8562.0,am,Consonant,131,am,131,,,10:52,1.0,3,email-enronsent15_01-0073
8563.0,entities,Consonant,8,entity,21,the,9347.0,,,7,email-enronsent15_01-0074
8564.0,place,Consonant,276,place,337,,,,,20,email-enronsent15_01-0074
8565.0,agreement,Consonant,79,agreement,88,a,4555.0,,,23,email-enronsent15_01-0074
8566.0,respect,Consonant,16,respect,17,,,,,2,email-enronsent15_01-0075
8567.0,credit,Consonant,53,credit,53,,,,,15,email-enronsent15_01-0075
8568.0,issue,Vowel,57,issue,109,,,one,244.0,16,email-enronsent15_01-0075
8569.0,trading,Consonant,19,trading,19,,,,,28,email-enronsent15_01-0075
8570.0,entities,Consonant,8,entity,21,the,9347.0,,,29,email-enronsent15_01-0075
8571.0,entities,Consonant,8,entity,21,,,,,35,email-enronsent15_01-0075
8572.0,isda,Vowel,11,isda,12,,,,,38,email-enronsent15_01-0075
8573.0,master,Consonant,22,master,23,,,,,39,email-enronsent15_01-0075
8574.0,agreement,Consonant,79,agreement,88,the,9347.0,,,40,email-enronsent15_01-0075
8575.0,swaps,Consonant,1,swap,9,,,,,56,email-enronsent15_01-0075
8576.0,loan,Consonant,5,loan,5,,,,,59,email-enronsent15_01-0075
8577.0,transactions,Consonant,12,transaction,34,,,,,60,email-enronsent15_01-0075
8578.0,default,Consonant,6,default,7,a,4555.0,,,63,email-enronsent15_01-0075
8579.0,isda,Vowel,11,isda,12,,,,,66,email-enronsent15_01-0075
8580.0,agreement,Consonant,79,agreement,88,the,9347.0,,,67,email-enronsent15_01-0075
8581.0,credit,Consonant,53,credit,53,,,,,6,email-enronsent15_01-0076
8582.0,credit,Consonant,53,credit,53,,,,,14,email-enronsent15_01-0076
8583.0,people,Consonant,316,people,327,the,9347.0,,,15,email-enronsent15_01-0076
8584.0,issue,Vowel,57,issue,109,this,886.0,,,19,email-enronsent15_01-0076
8585.0,respect,Consonant,16,respect,17,,,,,2,email-enronsent15_01-0077
8586.0,draft,Consonant,48,draft,52,the,9347.0,,,10,email-enronsent15_01-0077
8587.0,form,Consonant,53,form,64,,,,,26,email-enronsent15_01-0077
8588.0,agreement,Consonant,79,agreement,88,,,,,28,email-enronsent15_01-0077
8589.0,review,Consonant,42,review,75,,,,,37,email-enronsent15_01-0077
8590.0,paralegal,Consonant,2,paralegal,2,another,127.0,,,11,email-enronsent15_01-0078
8591.0,group,Consonant,97,group,143,,,,,14,email-enronsent15_01-0078
8592.0,am,Consonant,131,am,131,,,06:05,1.0,3,email-enronsent15_01-0080
8593.0,update,Vowel,14,update,19,an,590.0,,,7,email-enronsent15_01-0082
8594.0,negotiations,Consonant,4,negotiation,6,the,9347.0,,,14,email-enronsent15_01-0082
8595.0,isda,Vowel,11,isda,12,the,9347.0,,,17,email-enronsent15_01-0082
8596.0,counterparties,Consonant,3,counterparty,36,the,9347.0,,,21,email-enronsent15_01-0082
8597.0,entity,Consonant,13,entity,21,which,25.0,,,26,email-enronsent15_01-0082
8598.0,behalf,Consonant,5,behalf,5,,,,,31,email-enronsent15_01-0082
8599.0,tks,Consonant,2,tks,2,,,,,1,email-enronsent15_01-0083
8600.0,signing,Consonant,5,signing,5,,,,,8,email-enronsent15_01-0087
8601.0,authority,Consonant,13,authority,25,,,,,9,email-enronsent15_01-0087
8602.0,authority,Consonant,13,authority,25,the,9347.0,,,20,email-enronsent15_01-0087
8603.0,documents,Consonant,13,document,27,,,,,23,email-enronsent15_01-0087
8604.0,documents,Consonant,13,document,27,,,,,36,email-enronsent15_01-0087
8605.0,officer,Vowel,9,officer,22,an,590.0,,,41,email-enronsent15_01-0087
8606.0,control,Consonant,24,control,26,,,,,44,email-enronsent15_01-0087
8607.0,measure,Consonant,6,measure,10,a,4555.0,,,45,email-enronsent15_01-0087
8608.0,tagg,Consonant,1,tagg,1,,,,,3,email-enronsent34_01-0002
8609.0,counterparty,Consonant,33,counterparty,36,a,4555.0,,,11,email-enronsent34_01-0002
8610.0,counterparty,Consonant,33,counterparty,36,what,64.0,,,21,email-enronsent34_01-0002
8611.0,counterparty,Consonant,33,counterparty,36,,,,,30,email-enronsent34_01-0002
8612.0,exposure,Consonant,9,exposure,10,the,9347.0,,,31,email-enronsent34_01-0002
8613.0,guys,Consonant,69,guy,116,,,,,7,email-enronsent34_01-0006
8614.0,while,Consonant,21,while,21,a,4555.0,,,10,email-enronsent34_01-0006
8615.0,flights,Consonant,6,flight,29,,,,,6,email-enronsent34_01-0007
8616.0,time,Consonant,479,time,558,the,9347.0,,,22,email-enronsent34_01-0007
8617.0,parents,Consonant,29,parent,37,,,,,25,email-enronsent34_01-0007
8618.0,fun,Consonant,32,fun,32,,,,,3,email-enronsent34_01-0008
8619.0,things,Consonant,100,thing,200,some,337.0,,,16,email-enronsent34_01-0008
8620.0,things,Consonant,100,thing,200,,,,,5,email-enronsent34_01-0009
8621.0,week,Consonant,114,week,168,this,886.0,,,19,email-enronsent34_01-0009
8622.0,people,Consonant,316,people,327,,,two,195.0,26,email-enronsent34_01-0009
8623.0,day,Consonant,207,day,332,a,4555.0,,,9,email-enronsent34_01-0010
8624.0,stage,Consonant,9,stage,13,that,203.0,,,19,email-enronsent34_01-0010
8625.0,dates,Consonant,14,date,85,,,,,29,email-enronsent34_01-0010
8626.0,sense,Consonant,21,sense,21,,,one,244.0,3,email-enronsent34_01-0011
8627.0,things,Consonant,100,thing,200,,,,,12,email-enronsent34_01-0011
8628.0,lot,Consonant,114,lot,158,a,4555.0,,,14,email-enronsent34_01-0011
8629.0,mom,Consonant,18,mom,18,,,,,7,email-enronsent34_01-0012
8630.0,guys,Consonant,69,guy,116,,,,,10,email-enronsent34_01-0012
8631.0,games,Consonant,17,game,74,the,9347.0,,,14,email-enronsent34_01-0014
8632.0,gang,Consonant,4,gang,4,the,9347.0,,,44,email-enronsent34_01-0014
8633.0,day,Consonant,207,day,332,,,,,49,email-enronsent34_01-0014
8634.0,affair,Consonant,8,affair,14,the,9347.0,,,50,email-enronsent34_01-0014
8635.0,game,Consonant,57,game,74,a,4555.0,,,55,email-enronsent34_01-0014
8636.0,things,Consonant,100,thing,200,,,,,1,email-enronsent34_01-0015
8637.0,mom,Consonant,18,mom,18,,,,,7,email-enronsent34_01-0016
8638.0,night,Consonant,96,night,103,,,,,9,email-enronsent34_01-0016
8639.0,musical,Consonant,1,musical,1,,,,,13,email-enronsent34_01-0016
8640.0,weekend,Consonant,38,weekend,48,the,9347.0,,,14,email-enronsent34_01-0017
8641.0,daughter,Consonant,16,daughter,20,,,,,19,email-enronsent34_01-0017
8642.0,guys,Consonant,69,guy,116,,,,,4,email-enronsent34_01-0019
8643.0,girlie,Consonant,1,girlie,1,,,,,2,email-enronsent34_01-0021
8644.0,while,Consonant,21,while,21,a,4555.0,,,8,email-enronsent34_01-0023
8645.0,birdie,Consonant,1,birdie,1,a,4555.0,,,3,email-enronsent34_01-0024
8646.0,tickets,Consonant,13,ticket,24,,,,,11,email-enronsent34_01-0024
8647.0,parents,Consonant,29,parent,37,,,,,6,email-enronsent34_01-0026
8648.0,case,Consonant,66,case,79,any,368.0,,,3,email-enronsent34_01-0027
8649.0,time,Consonant,479,time,558,some,337.0,,,10,email-enronsent34_01-0027
8650.0,exploring,Consonant,1,exploring,1,some,337.0,,,14,email-enronsent34_01-0027
8651.0,shopping,Consonant,6,shopping,6,,,,,17,email-enronsent34_01-0027
8652.0,ideas,Vowel,23,idea,66,some,337.0,,,25,email-enronsent34_01-0027
8653.0,parents,Consonant,29,parent,37,,,,,11,email-enronsent34_01-0028
8654.0,base,Consonant,23,base,23,,,,,17,email-enronsent34_01-0028
8655.0,thing,Consonant,100,thing,200,the,9347.0,,,18,email-enronsent34_01-0028
8656.0,minutes,Consonant,48,minute,64,,,,,26,email-enronsent34_01-0028
8657.0,part,Consonant,72,part,102,,,,,40,email-enronsent34_01-0028
8658.0,care,Consonant,63,care,64,,,,,2,email-enronsent34_01-0031
8659.0,messages,Consonant,9,message,72,,,,,3,email-enronsent34_01-0035
8660.0,email,Consonant,96,email,106,,,,,6,email-enronsent34_01-0035
8661.0,alerts,Consonant,1,alert,3,,,,,7,email-enronsent34_01-0035
8662.0,side,Consonant,32,side,43,,,,,12,email-enronsent34_01-0037
8663.0,kick,Consonant,1,kick,1,the,9347.0,,,14,email-enronsent34_01-0037
8664.0,case,Consonant,66,case,79,this,886.0,,,22,email-enronsent34_01-0037
8665.0,play,Consonant,9,play,10,the,9347.0,,,2,email-enronsent34_01-0038
8666.0,songs,Consonant,4,song,14,the,9347.0,,,13,email-enronsent34_01-0039
8667.0,time,Consonant,479,time,558,the,9347.0,,,16,email-enronsent34_01-0039
8668.0,cast,Consonant,4,cast,4,,,,,2,email-enronsent34_01-0040
8669.0,members,Consonant,49,member,77,the,9347.0,,,3,email-enronsent34_01-0040
8670.0,voices,Consonant,1,voice,13,,,,,10,email-enronsent34_01-0040
8671.0,few,Consonant,3,few,3,a,4555.0,,,15,email-enronsent34_01-0040
8672.0,numbers,Consonant,28,number,219,the,9347.0,,,20,email-enronsent34_01-0040
8673.0,calling,Consonant,1,calling,1,,,,,29,email-enronsent34_01-0040
8674.0,day,Consonant,207,day,332,the,9347.0,,,5,email-enronsent34_01-0041
8675.0,run,Consonant,10,run,10,,,,,10,email-enronsent34_01-0041
8676.0,night,Consonant,96,night,103,,,,,12,email-enronsent34_01-0041
8677.0,office,Vowel,89,office,104,the,9347.0,,,16,email-enronsent34_01-0041
8678.0,play,Consonant,9,play,10,the,9347.0,,,27,email-enronsent34_01-0041
8679.0,job,Consonant,125,job,139,,,,,32,email-enronsent34_01-0041
