,adj_word,adj_word_len,adj_word_count,adj_lemma,adj_comb,num_adj,n_word,n_word_len,n_word_count,n_lemma,n_lemma_count,adj_id,n_id,sen_len,sen_id
3450.0,available,9,58,available,available,1,,0,,,,13,,24,email-enronsent06_01-0062
3451.0,Hard,4,3,hard,Hard,1,copies,6,3.0,copy,8.0,1,2,29,email-enronsent06_01-0063
3452.0,Comprehensive,13,4,comprehensive,Comprehensive,1,Settlement,10,4.0,settlement,7.0,5,6,29,email-enronsent06_01-0063
3453.0,Additional,10,4,additional,Additional,1,copies,6,3.0,copy,8.0,1,3,33,email-enronsent06_01-0064
3454.0,available,9,58,available,available,1,,0,,,,6,,33,email-enronsent06_01-0064
3455.0,next,4,112,next,next,1,day,3,54.0,day,96.0,9,10,33,email-enronsent06_01-0064
3456.0,available,9,58,available,available,1,,0,,,,18,,33,email-enronsent06_01-0064
3457.0,many,4,192,many,many,1,copies,6,3.0,copy,8.0,29,30,33,email-enronsent06_01-0064
3458.0,considerable,12,8,considerable,considerable,1,time,4,156.0,time,191.0,5,6,21,email-enronsent06_01-0066
3459.0,commercial,10,12,commercial,commercial,1,customers,9,9.0,customer,21.0,14,17,54,email-enronsent06_01-0067
3460.0,industrial,10,3,industrial,industrial,1,,0,,,,16,,54,email-enronsent06_01-0067
3461.0,electric,8,5,electric,electric,1,generators,10,2.0,generator,2.0,19,20,54,email-enronsent06_01-0067
3462.0,independent,11,8,independent,independent,1,providers,9,3.0,provider,3.0,26,28,54,email-enronsent06_01-0067
3463.0,wholesale,9,3,wholesale,wholesale,1,customers,9,9.0,customer,21.0,42,43,54,email-enronsent06_01-0067
3464.0,mass,4,8,mass,mass,1,marketers,9,1.0,marketer,2.0,49,50,54,email-enronsent06_01-0067
3465.0,proud,5,9,proud,proud,1,,0,,,,5,,26,email-enronsent06_01-0068
3466.0,ready,5,35,ready,ready,1,,0,,,,21,,26,email-enronsent06_01-0068
3467.0,related,7,21,related,related,1,details,7,9.0,detail,12.0,18,19,20,email-enronsent06_01-0069
3468.0,outstanding,11,12,outstanding,outstanding,1,accomplishment,14,1.0,accomplishment,1.0,9,10,11,email-enronsent06_01-0071
3469.0,rough,5,6,rough,rough,1,draft,5,7.0,draft,9.0,4,5,26,email-enronsent06_01-0086
3470.0,Western,7,19,western,Western,1,team,4,3.0,team,4.0,4,6,21,email-enronsent06_01-0087
3471.0,likely,6,28,likely,likely,1,,0,,,,6,,12,email-enronsent06_01-0090
3472.0,Best,4,65,best,Best,1,,0,,,,1,,2,email-enronsent06_01-0092
3473.0,good,4,379,good,good,1,,0,,,,17,,22,email-enronsent06_01-0095
3474.0,last,4,145,last,last,1,week,4,37.0,week,51.0,15,16,17,email-enronsent06_01-0096
3475.0,other,5,320,other,other,1,changes,7,8.0,change,23.0,13,14,23,email-enronsent06_01-0099
3476.0,Best,4,65,best,Best,1,,0,,,,1,,2,email-enronsent06_01-0101
3477.0,renewable,9,1,renewable,renewable,1,,0,,,,13,,16,email-enronsent06_01-0103
3478.0,Dear,4,14,dear,Dear,1,,0,,,,1,,2,email-enronsent16_01-0004
3479.0,descriptive,11,1,descriptive,descriptive,1,,0,,,,10,,17,email-enronsent16_01-0006
3480.0,many,4,192,many,many,1,companies,9,9.0,company,29.0,15,16,17,email-enronsent16_01-0006
3481.0,above,5,13,above,above,1,,0,,,,3,,47,email-enronsent16_01-0008
3482.0,adequate,8,3,adequate,adequate,1,protection,10,4.0,protection,4.0,8,9,47,email-enronsent16_01-0008
3483.0,core,4,1,core,core,1,activities,10,12.0,activity,15.0,29,30,47,email-enronsent16_01-0008
3484.0,unnecessary,11,3,unnecessary,unnecessary,1,,0,,,,46,,47,email-enronsent16_01-0008
3485.0,particular,10,23,particular,particular,1,logo,4,2.0,logo,2.0,7,8,20,email-enronsent16_01-0009
3486.0,above,5,13,above,above,1,,0,,,,4,,7,email-enronsent16_01-0010
3487.0,clear,5,28,clear,clear,1,,0,,,,6,,7,email-enronsent16_01-0010
3488.0,quick,5,28,quick,quick,1,call,4,10.0,call,14.0,8,9,12,email-enronsent16_01-0017
3489.0,more,4,201,more,more,1,protection,10,4.0,protection,4.0,28,29,30,email-enronsent16_01-0020
3490.0,akin,4,1,akin,akin,1,,0,,,,5,,15,email-enronsent16_01-0021
3491.0,necessary,9,25,necessary,necessary,1,,0,,,,9,,13,email-enronsent16_01-0028
3492.0,confidential,12,15,confidential,confidential,1,,0,,,,4,,5,email-enronsent16_01-0032
3493.0,privileged,10,10,privileged,privileged,1,,0,,,,5,,17,email-enronsent16_01-0033
3494.0,other,5,320,other,"other, legal",2,rules,5,10.0,rule,14.0,14,16,17,email-enronsent16_01-0033
3495.0,legal,5,29,legal,"other, legal",2,rules,5,10.0,rule,14.0,15,16,17,email-enronsent16_01-0033
3496.0,non-approved,12,2,non-approved,non-approved,1,list,4,15.0,list,17.0,17,18,41,email-enronsent16_01-0036
3497.0,non-approved,12,2,non-approved,non-approved,1,jurisdiction,12,1.0,jurisdiction,1.0,6,7,33,email-enronsent16_01-0040
3498.0,possible,8,66,possible,possible,1,,0,,,,12,,33,email-enronsent16_01-0040
3499.0,Qualified,9,1,qualified,Qualified,1,requirements,12,9.0,requirement,11.0,16,18,39,email-enronsent16_01-0044
3500.0,annual,6,3,annual,annual,1,review,6,6.0,review,20.0,5,6,35,email-enronsent16_01-0047
3501.0,Canadian,8,11,canadian,Canadian,1,provinces,9,2.0,province,2.0,25,26,35,email-enronsent16_01-0047
3502.0,new,3,252,new,new,1,rules,5,10.0,rule,14.0,27,34,35,email-enronsent16_01-0047
3503.0,eligible,8,3,eligible,eligible,1,participant,11,2.0,participant,3.0,29,31,35,email-enronsent16_01-0047
3504.0,best,4,210,best,best,1,,0,,,,4,,5,email-enronsent16_01-0053
3505.0,personal,8,26,personal,personal,1,invitation,10,3.0,invitation,4.0,5,6,25,email-enronsent16_01-0055
3506.0,10th,4,1,10th,10th,1,anniversary,11,4.0,anniversary,4.0,8,9,16,email-enronsent16_01-0056
3507.0,Nat,3,1,nat,Nat,1,Gas,3,1.0,gas,14.0,12,13,16,email-enronsent16_01-0056
3508.0,nice,4,93,nice,nice,1,,0,,,,4,,12,email-enronsent16_01-0057
3509.0,personal,8,26,personal,personal,1,invitation,10,3.0,invitation,4.0,7,8,9,email-enronsent16_01-0058
3510.0,Canadian,8,11,canadian,Canadian,1,Securities,10,1.0,security,15.0,20,21,36,email-enronsent16_01-0059
3511.0,much,4,102,much,much,1,difficulties,12,3.0,difficulty,5.0,17,18,19,email-enronsent16_01-0060
3512.0,Much,4,5,much,Much,1,thanks,6,10.0,thanks,10.0,1,2,3,email-enronsent16_01-0063
3513.0,blue,4,11,blue,blue,1,file,4,10.0,file,10.0,3,4,22,email-enronsent16_01-0067
3514.0,current,7,25,current,current,1,understanding,13,3.0,understanding,3.0,29,30,43,email-enronsent16_01-0071
3515.0,west,4,2,west,west,1,desk,4,9.0,desk,9.0,8,9,23,email-enronsent16_01-0079
3516.0,electronic,10,3,electronic,electronic,1,trading,7,3.0,trading,3.0,20,21,23,email-enronsent16_01-0079
3517.0,online,6,15,online,online,1,trading,7,3.0,trading,3.0,15,16,18,email-enronsent16_01-0083
3518.0,satisfactory,12,5,satisfactory,satisfactory,1,agreement,9,9.0,agreement,13.0,9,10,20,email-enronsent16_01-0084
3519.0,new,3,252,new,new,1,area,4,17.0,area,34.0,13,16,20,email-enronsent16_01-0084
3520.0,thorny,6,1,thorny,thorny,1,,0,,,,15,,20,email-enronsent16_01-0084
3521.0,First,5,10,first,First,1,Amendment,9,1.0,amendment,3.0,6,7,19,email-enronsent16_01-0088
3522.0,missing,7,7,missing,missing,1,counterparties,14,1.0,counterparty,10.0,7,8,9,email-enronsent16_01-0097
3523.0,whole,5,54,whole,whole,1,week,4,37.0,week,51.0,17,18,32,email-enronsent16_01-0105
3524.0,whole,5,54,whole,whole,1,list,4,15.0,list,17.0,24,26,32,email-enronsent16_01-0105
3525.0,Australian,10,2,australian,"Australian, financial",2,power,5,25.0,power,30.0,29,31,32,email-enronsent16_01-0105
3526.0,financial,9,27,financial,"Australian, financial",2,power,5,25.0,power,30.0,30,31,32,email-enronsent16_01-0105
3527.0,recent,6,32,recent,recent,1,update,6,2.0,update,4.0,6,7,11,email-enronsent02_01-0003
3528.0,manual,6,5,manual,manual,1,substantiation,14,3.0,substantiation,3.0,8,9,14,email-enronsent02_01-0004
3529.0,Additional,10,4,additional,Additional,1,resources,9,4.0,resource,6.0,1,2,24,email-enronsent02_01-0005
3530.0,going,5,1,going,going,1,operations,10,4.0,operation,7.0,21,22,24,email-enronsent02_01-0005
3531.0,additional,10,26,additional,additional,1,information,11,30.0,information,34.0,8,9,9,email-enronsent02_01-0006
3532.0,earlier,7,18,earlier,earlier,1,update,6,2.0,update,4.0,11,12,60,email-enronsent02_01-0010
3533.0,robust,6,2,robust,robust,1,process,7,23.0,process,26.0,22,25,60,email-enronsent02_01-0010
3534.0,total,5,19,total,total,1,tonnage,7,2.0,tonnage,2.0,27,29,60,email-enronsent02_01-0010
3535.0,timely,6,8,timely,timely,1,substantiation,14,3.0,substantiation,3.0,37,38,60,email-enronsent02_01-0010
3536.0,forward,7,6,forward,forward,1,debtors,7,1.0,debtor,1.0,44,46,60,email-enronsent02_01-0010
3537.0,transactional,13,1,transactional,transactional,1,values,6,7.0,value,18.0,51,52,60,email-enronsent02_01-0010
3538.0,intercompany,12,3,intercompany,intercompany,1,account,7,2.0,account,4.0,59,60,60,email-enronsent02_01-0010
3539.0,best,4,210,best,best,1,efforts,7,5.0,effort,10.0,3,4,77,email-enronsent02_01-0011
3540.0,better,6,112,better,better,1,understanding,13,3.0,understanding,3.0,16,17,77,email-enronsent02_01-0011
3541.0,outright,8,1,outright,outright,1,enquiry,7,1.0,enquiry,1.0,33,36,77,email-enronsent02_01-0011
3542.0,such,4,83,such,such,1,,0,,,,38,,77,email-enronsent02_01-0011
3543.0,confident,9,9,confident,confident,1,,0,,,,44,,77,email-enronsent02_01-0011
3544.0,sufficient,10,4,sufficient,"sufficient, accurate",2,information,11,30.0,information,34.0,47,49,77,email-enronsent02_01-0011
3545.0,accurate,8,9,accurate,"sufficient, accurate",2,information,11,30.0,information,34.0,48,49,77,email-enronsent02_01-0011
3546.0,macro,5,1,macro,macro,1,level,5,15.0,level,15.0,61,62,77,email-enronsent02_01-0011
3547.0,transparent,11,2,transparent,transparent,1,trail,5,2.0,trail,2.0,65,67,77,email-enronsent02_01-0011
3548.0,forward,7,6,forward,forward,1,stock,5,4.0,stock,4.0,71,69,77,email-enronsent02_01-0011
3549.0,full,4,52,full,full,1,values,6,7.0,value,18.0,74,76,77,email-enronsent02_01-0011
3550.0,formal,6,12,formal,"formal, global",2,report,6,11.0,report,21.0,17,20,41,email-enronsent02_01-0015
3551.0,global,6,29,global,"formal, global",2,report,6,11.0,report,21.0,18,20,41,email-enronsent02_01-0015
3552.0,present,7,10,present,present,1,,0,,,,26,,41,email-enronsent02_01-0015
3553.0,internal,8,10,internal,internal,1,process,7,23.0,process,26.0,5,9,26,email-enronsent02_01-0016
3554.0,earlier,7,18,earlier,earlier,1,note,4,3.0,note,7.0,13,14,26,email-enronsent02_01-0016
3555.0,personal,8,26,personal,"personal, best",2,awards,6,2.0,award,4.0,11,13,31,email-enronsent02_01-0017
3556.0,best,4,210,best,"personal, best",2,awards,6,2.0,award,4.0,12,13,31,email-enronsent02_01-0017
3557.0,key,3,25,key,key,1,staff,5,24.0,staff,27.0,16,18,31,email-enronsent02_01-0017
3558.0,unsociable,10,1,unsociable,unsociable,1,hours,5,11.0,hour,20.0,24,25,31,email-enronsent02_01-0017
3559.0,additional,10,26,additional,"additional, permanent",2,headcount,9,2.0,headcount,2.0,4,9,25,email-enronsent02_01-0018
3560.0,permanent,9,8,permanent,"additional, permanent",2,headcount,9,2.0,headcount,2.0,5,9,25,email-enronsent02_01-0018
3561.0,certain,7,35,certain,"certain, key",2,processes,9,2.0,process,26.0,15,19,25,email-enronsent02_01-0018
3562.0,key,3,25,key,"certain, key",2,processes,9,2.0,process,26.0,16,19,25,email-enronsent02_01-0018
3563.0,final,5,28,final,final,1,p&l,3,1.0,p&l,1.0,15,17,23,email-enronsent02_01-0019
3564.0,potential,9,9,potential,potential,1,misstatements,13,1.0,misstatement,1.0,6,7,29,email-enronsent02_01-0020
3565.0,final,5,28,final,final,1,review,6,6.0,review,20.0,13,14,23,email-enronsent02_01-0021
3566.0,early,5,39,early,early,1,,0,,,,8,,34,email-enronsent02_01-0022
3567.0,viable,6,4,viable,viable,1,,0,,,,19,,34,email-enronsent02_01-0022
3568.0,repeatable,10,1,repeatable,"repeatable, daily",2,process,7,23.0,process,26.0,27,30,34,email-enronsent02_01-0022
3569.0,daily,5,20,daily,"repeatable, daily",2,process,7,23.0,process,26.0,28,30,34,email-enronsent02_01-0022
3570.0,full,4,52,full,full,1,reconciliation,14,7.0,reconciliation,7.0,12,13,55,email-enronsent02_01-0024
3571.0,current,7,25,current,current,1,data,4,6.0,data,6.0,17,19,55,email-enronsent02_01-0024
3572.0,forward,7,6,forward,forward,1,valuation,9,3.0,valuation,3.0,30,31,55,email-enronsent02_01-0024
3573.0,full,4,52,full,full,1,download,8,3.0,download,3.0,48,49,55,email-enronsent02_01-0024
3574.0,later,5,5,later,later,1,reference,9,1.0,reference,2.0,54,55,55,email-enronsent02_01-0024
3575.0,forward,7,6,forward,forward,1,transactions,12,6.0,transaction,8.0,13,14,14,email-enronsent02_01-0025
3576.0,detailed,8,9,detailed,detailed,1,analysis,8,7.0,analysis,8.0,1,3,14,email-enronsent02_01-0026
3577.0,above,5,13,above,above,1,analysis,8,7.0,analysis,8.0,9,13,13,email-enronsent02_01-0027
3578.0,intercompany,12,3,intercompany,intercompany,1,account,7,2.0,account,4.0,5,6,15,email-enronsent02_01-0028
3579.0,partial,7,3,partial,partial,1,circularisation,15,2.0,circularisation,2.0,5,6,12,email-enronsent02_01-0029
3580.0,Several,7,3,several,"Several, related",2,issues,6,19.0,issue,40.0,1,3,20,email-enronsent02_01-0035
3581.0,related,7,21,related,"Several, related",2,issues,6,19.0,issue,40.0,2,3,20,email-enronsent02_01-0035
3582.0,operational,11,4,operational,operational,1,burden,6,1.0,burden,1.0,28,29,34,email-enronsent02_01-0038
3583.0,operational,11,4,operational,operational,1,process,7,23.0,process,26.0,6,7,28,email-enronsent02_01-0039
3584.0,current,7,25,current,current,1,renegotiation,13,1.0,renegotiation,1.0,17,18,28,email-enronsent02_01-0039
3585.0,senior,6,12,senior,senior,1,developer,9,1.0,developer,3.0,2,4,15,email-enronsent02_01-0040
3586.0,Corporate,9,6,corporate,Corporate,1,requirement,11,2.0,requirement,11.0,2,3,20,email-enronsent02_01-0041
3587.0,above,5,13,above,"above, parochial",2,issues,6,19.0,issue,40.0,16,19,20,email-enronsent02_01-0041
3588.0,parochial,9,1,parochial,"above, parochial",2,issues,6,19.0,issue,40.0,17,19,20,email-enronsent02_01-0041
3589.0,Various,7,3,various,Various,1,actions,7,6.0,action,14.0,1,3,39,email-enronsent02_01-0042
3590.0,senior,6,12,senior,senior,1,management,10,7.0,management,8.0,24,25,39,email-enronsent02_01-0042
3591.0,higher,6,13,higher,higher,1,risk,4,1.0,risk,6.0,17,18,38,email-enronsent02_01-0043
3592.0,higher,6,13,higher,higher,1,benefit,7,2.0,benefit,5.0,20,21,38,email-enronsent02_01-0043
3593.0,sole,4,3,sole,sole,1,focus,5,3.0,focus,3.0,30,31,38,email-enronsent02_01-0043
3594.0,detailed,8,9,detailed,detailed,1,analysis,8,7.0,analysis,8.0,19,20,25,email-enronsent02_01-0044
3595.0,new,3,252,new,"new, daily",2,process,7,23.0,process,26.0,6,11,26,email-enronsent02_01-0045
3596.0,daily,5,20,daily,"new, daily",2,process,7,23.0,process,26.0,7,11,26,email-enronsent02_01-0045
3597.0,prior,5,19,prior,prior,1,end,3,10.0,end,14.0,9,11,26,email-enronsent02_01-0046
3598.0,gross,5,8,gross,gross,1,tonnage,7,2.0,tonnage,2.0,14,15,26,email-enronsent02_01-0046
3599.0,necessary,9,25,necessary,necessary,1,functionality,13,2.0,functionality,2.0,2,4,33,email-enronsent02_01-0047
3600.0,available,9,58,available,available,1,,0,,,,7,,33,email-enronsent02_01-0047
3601.0,tactical,8,2,tactical,tactical,1,reports,7,10.0,report,21.0,19,23,33,email-enronsent02_01-0047
3602.0,additional,10,26,additional,additional,1,functionality,13,2.0,functionality,2.0,4,6,40,email-enronsent02_01-0048
3603.0,prior,5,19,prior,prior,1,end,3,10.0,end,14.0,19,22,40,email-enronsent02_01-0048
3604.0,minimum,7,6,minimum,minimum,1,requirements,12,9.0,requirement,11.0,33,34,40,email-enronsent02_01-0048
3605.0,full,4,52,full,full,1,DPR,3,1.0,dpr,1.0,5,7,26,email-enronsent02_01-0049
3606.0,full,4,52,full,full,1,balances,8,2.0,balance,6.0,18,20,26,email-enronsent02_01-0049
3607.0,full,4,52,full,"full, internal",2,review,6,6.0,review,20.0,2,6,16,email-enronsent02_01-0050
3608.0,internal,8,10,internal,"full, internal",2,review,6,6.0,review,20.0,3,6,16,email-enronsent02_01-0050
3609.0,full,4,52,full,full,1,circularisation,15,2.0,circularisation,2.0,2,3,14,email-enronsent02_01-0051
3610.0,certain,7,35,certain,certain,1,Inspection,10,1.0,inspection,2.0,3,1,30,email-enronsent02_01-0052
3611.0,above,5,13,above,above,1,balances,8,2.0,balance,6.0,6,8,30,email-enronsent02_01-0052
3612.0,third,5,18,third,third,1,party,5,14.0,party,18.0,11,12,30,email-enronsent02_01-0052
3613.0,timely,6,8,timely,timely,1,basis,5,7.0,basis,7.0,29,30,30,email-enronsent02_01-0052
3614.0,Substantive,11,1,substantive,Substantive,1,checks,6,2.0,check,5.0,1,2,28,email-enronsent02_01-0053
3615.0,forward,7,6,forward,"forward, unpriced",2,,0,,,,10,,28,email-enronsent02_01-0053
3616.0,priced,6,5,priced,priced,1,positions,9,6.0,position,12.0,11,14,28,email-enronsent02_01-0053
3617.0,unpriced,8,1,unpriced,"forward, unpriced",2,,0,,,,13,,28,email-enronsent02_01-0053
3618.0,key,3,25,key,key,1,position,8,6.0,position,12.0,20,21,28,email-enronsent02_01-0053
3619.0,Full,4,5,full,Full,1,reconciliation,14,7.0,reconciliation,7.0,1,2,9,email-enronsent02_01-0054
3620.0,Full,4,5,full,Full,1,reconciliation,14,7.0,reconciliation,7.0,1,2,28,email-enronsent02_01-0055
3621.0,applicable,10,1,applicable,applicable,1,,0,,,,13,,22,email-enronsent02_01-0056
3622.0,subsequent,10,5,subsequent,subsequent,1,movements,9,5.0,movement,10.0,17,22,22,email-enronsent02_01-0056
3623.0,quarter,7,2,quarter,quarter,1,end,3,10.0,end,14.0,19,20,22,email-enronsent02_01-0056
3624.0,full,4,52,full,full,1,substantiation,14,3.0,substantiation,3.0,2,3,21,email-enronsent02_01-0057
3625.0,internal,8,10,internal,internal,1,documentation,13,1.0,documentation,1.0,7,14,21,email-enronsent02_01-0057
3626.0,external,8,5,external,external,1,,0,,,,13,,21,email-enronsent02_01-0057
3627.0,full,4,52,full,full,1,reconciliation,14,7.0,reconciliation,7.0,2,3,6,email-enronsent02_01-0058
3628.0,intercompany,12,3,intercompany,intercompany,1,accounts,8,2.0,account,4.0,5,6,6,email-enronsent02_01-0058
3629.0,full,4,52,full,"full, substantive",2,reconciliation,14,7.0,reconciliation,7.0,2,4,9,email-enronsent02_01-0059
3630.0,substantive,11,3,substantive,"full, substantive",2,reconciliation,14,7.0,reconciliation,7.0,3,4,9,email-enronsent02_01-0059
3631.0,weekly,6,12,weekly,weekly,1,updates,7,2.0,update,4.0,5,6,15,email-enronsent02_01-0060
3632.0,above,5,13,above,above,1,actions,7,6.0,action,14.0,12,13,15,email-enronsent02_01-0060
3633.0,disappointed,12,7,disappointed,disappointed,1,,0,,,,4,,22,email-enronsent31_01-0003
3634.0,determined,10,8,determined,determined,1,,0,,,,11,,22,email-enronsent31_01-0003
3635.0,next,4,112,next,next,1,year,4,58.0,year,120.0,20,21,22,email-enronsent31_01-0003
3636.0,competitive,11,9,competitive,competitive,1,,0,,,,4,,34,email-enronsent31_01-0004
3637.0,extracurricular,15,2,extracurricular,extracurricular,1,activities,10,12.0,activity,15.0,23,24,34,email-enronsent31_01-0004
3638.0,sure,4,138,sure,sure,1,,0,,,,15,,31,email-enronsent31_01-0005
3639.0,right,5,51,right,right,1,place,5,119.0,place,163.0,21,22,31,email-enronsent31_01-0005
3640.0,certain,7,35,certain,certain,1,,0,,,,4,,41,email-enronsent31_01-0006
3641.0,best,4,210,best,best,1,place,5,119.0,place,163.0,10,11,41,email-enronsent31_01-0006
3642.0,great,5,252,great,great,1,education,9,8.0,education,8.0,15,19,41,email-enronsent31_01-0006
3643.0,next,4,112,next,next,1,year,4,58.0,year,120.0,39,40,41,email-enronsent31_01-0006
3644.0,monumental,10,4,monumental,"monumental, determined",2,task,4,9.0,task,11.0,10,11,34,email-enronsent31_01-0009
3645.0,determined,10,8,determined,"monumental, determined",2,task,4,9.0,task,11.0,16,11,34,email-enronsent31_01-0009
3646.0,successful,10,15,successful,successful,1,,0,,,,26,,34,email-enronsent31_01-0009
3647.0,else,4,66,else,else,1,,0,,,,6,,24,email-enronsent31_01-0011
3648.0,overall,7,9,overall,overall,1,file,4,10.0,file,10.0,13,15,24,email-enronsent31_01-0011
3649.0,next,4,112,next,next,1,year,4,58.0,year,120.0,17,18,24,email-enronsent31_01-0011
3650.0,favorable,9,4,favorable,favorable,1,,0,,,,9,,10,email-enronsent31_01-0017
3651.0,competitive,11,9,competitive,competitive,1,process,7,23.0,process,26.0,7,8,38,email-enronsent31_01-0018
3652.0,extracurricular,15,2,extracurricular,extracurricular,1,activities,10,12.0,activity,15.0,21,22,38,email-enronsent31_01-0018
3653.0,sure,4,138,sure,sure,1,,0,,,,15,,29,email-enronsent31_01-0019
3654.0,right,5,51,right,right,1,place,5,119.0,place,163.0,20,21,29,email-enronsent31_01-0019
3655.0,sure,4,138,sure,sure,1,,0,,,,4,,39,email-enronsent31_01-0020
3656.0,excellent,9,63,excellent,excellent,1,education,9,8.0,education,8.0,13,17,39,email-enronsent31_01-0020
3657.0,next,4,112,next,next,1,year,4,58.0,year,120.0,37,38,39,email-enronsent31_01-0020
3658.0,monumental,10,4,monumental,"monumental, determined",2,task,4,9.0,task,11.0,10,11,38,email-enronsent31_01-0023
3659.0,determined,10,8,determined,"monumental, determined",2,task,4,9.0,task,11.0,16,11,38,email-enronsent31_01-0023
3660.0,else,4,66,else,else,1,,0,,,,9,,27,email-enronsent31_01-0026
3661.0,overall,7,9,overall,overall,1,file,4,10.0,file,10.0,16,18,27,email-enronsent31_01-0026
3662.0,next,4,112,next,next,1,year,4,58.0,year,120.0,20,21,27,email-enronsent31_01-0026
3663.0,favorable,9,4,favorable,favorable,1,,0,,,,9,,10,email-enronsent31_01-0032
3664.0,competitive,11,9,competitive,competitive,1,process,7,23.0,process,26.0,7,8,37,email-enronsent31_01-0033
3665.0,extrcurricular,14,1,extracurricular,extrcurricular,1,activities,10,12.0,activity,15.0,21,22,37,email-enronsent31_01-0033
3666.0,sure,4,138,sure,sure,1,,0,,,,15,,29,email-enronsent31_01-0034
3667.0,right,5,51,right,right,1,place,5,119.0,place,163.0,20,21,29,email-enronsent31_01-0034
3668.0,sure,4,138,sure,sure,1,,0,,,,4,,40,email-enronsent31_01-0035
3669.0,excellent,9,63,excellent,excellent,1,education,9,8.0,education,8.0,13,17,40,email-enronsent31_01-0035
3670.0,next,4,112,next,next,1,year,4,58.0,year,120.0,38,39,40,email-enronsent31_01-0035
3671.0,monumental,10,4,monumental,"monumental, determined",2,task,4,9.0,task,11.0,10,11,37,email-enronsent31_01-0038
3672.0,determined,10,8,determined,"monumental, determined",2,task,4,9.0,task,11.0,16,11,37,email-enronsent31_01-0038
3673.0,Private,7,2,private,Private,1,Equity,6,1.0,equity,3.0,16,17,21,email-enronsent31_01-0039
3674.0,wide,4,7,wide,wide,1,contacts,8,3.0,contact,7.0,8,12,22,email-enronsent31_01-0040
3675.0,interested,10,41,interested,interested,1,,0,,,,4,,18,email-enronsent31_01-0041
3676.0,good,4,379,good,good,1,,0,,,,17,,18,email-enronsent31_01-0041
3677.0,else,4,66,else,else,1,,0,,,,8,,26,email-enronsent31_01-0044
3678.0,overall,7,9,overall,overall,1,file,4,10.0,file,10.0,15,17,26,email-enronsent31_01-0044
3679.0,next,4,112,next,next,1,year,4,58.0,year,120.0,19,20,26,email-enronsent31_01-0044
3680.0,Sorry,5,11,sorry,Sorry,1,,0,,,,1,,13,email-enronsent31_01-0051
3681.0,sure,4,138,sure,sure,1,,0,,,,5,,23,email-enronsent31_01-0055
3682.0,such,4,83,such,such,1,,0,,,,2,,9,email-enronsent31_01-0056
3683.0,monthly,7,10,monthly,monthly,1,options,7,28.0,option,39.0,10,12,20,email-enronsent31_01-0057
3684.0,daily,5,20,daily,daily,1,call,4,10.0,call,14.0,17,18,20,email-enronsent31_01-0057
3685.0,current,7,25,current,current,1,curve,5,1.0,curve,1.0,5,7,20,email-enronsent31_01-0059
3686.0,monthly,7,10,monthly,monthly,1,volatilities,12,2.0,volatility,2.0,11,12,38,email-enronsent31_01-0060
3687.0,intra-day,9,1,intra-day,intra-day,1,volatilities,12,2.0,volatility,2.0,14,15,38,email-enronsent31_01-0060
3688.0,monthly,7,10,monthly,monthly,1,options,7,28.0,option,39.0,11,13,25,email-enronsent31_01-0061
3689.0,relevant,8,5,relevant,relevant,1,month,5,18.0,month,40.0,18,19,25,email-enronsent31_01-0061
3690.0,daily,5,20,daily,daily,1,options,7,28.0,option,39.0,23,24,25,email-enronsent31_01-0061
3691.0,flat,4,4,flat,flat,1,,0,,,,9,,13,email-enronsent31_01-0062
3692.0,Exotic,6,2,exotic,Exotic,1,Options,7,1.0,option,39.0,8,9,15,email-enronsent31_01-0064
3693.0,limited,7,10,limited,limited,1,probability,11,1.0,probability,1.0,19,20,23,email-enronsent31_01-0068
3694.0,prior,5,19,prior,prior,1,,0,,,,13,,58,email-enronsent31_01-0070
3695.0,confident,9,9,confident,confident,1,,0,,,,25,,58,email-enronsent31_01-0070
3696.0,consistent,10,5,consistent,consistent,1,,0,,,,38,,58,email-enronsent31_01-0070
3697.0,internal,8,10,internal,internal,1,groups,6,34.0,group,55.0,41,42,58,email-enronsent31_01-0070
3698.0,inherent,8,2,inherent,inherent,1,value,5,11.0,value,18.0,49,50,58,email-enronsent31_01-0070
3699.0,good,4,379,good,good,1,faith,5,7.0,faith,7.0,26,27,50,email-enronsent10_01-0002
3700.0,automated,9,1,automated,automated,1,system,6,18.0,system,29.0,34,35,50,email-enronsent10_01-0002
3701.0,good,4,379,good,good,1,idea,4,23.0,idea,35.0,5,6,76,email-enronsent10_01-0003
3702.0,able,4,98,able,able,1,,0,,,,17,,76,email-enronsent10_01-0003
3703.0,manual,6,5,manual,manual,1,system,6,18.0,system,29.0,48,49,76,email-enronsent10_01-0003
3704.0,same,4,152,same,same,1,result,6,5.0,result,9.0,53,54,76,email-enronsent10_01-0003
3705.0,harmless,8,3,harmless,harmless,1,,0,,,,58,,76,email-enronsent10_01-0003
3706.0,whole,5,54,whole,whole,1,,0,,,,64,,76,email-enronsent10_01-0003
3707.0,manual,6,5,manual,manual,1,system,6,18.0,system,29.0,74,75,76,email-enronsent10_01-0003
3708.0,sure,4,138,sure,sure,1,,0,,,,10,,29,email-enronsent10_01-0005
3709.0,future,6,10,future,future,1,costs,5,4.0,cost,16.0,27,28,29,email-enronsent10_01-0005
3710.0,much,4,102,much,much,1,flexibiltiy,11,1.0,flexibiltiy,1.0,15,16,33,email-enronsent10_01-0007
