,adj_word,adj_lemma,adj_id,adj_comb,num_adj,n_word,n_lemma,n_id,sen_len,sen_id
4728,great,great,4,great,1,sites,site,6,15,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500-0005
4729,reliable,reliable,17,reliable,1,,,,29,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500-0007
4730,more,more,24,more,1,time,time,25,29,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500-0007
4731,more,more,4,more,1,,,,27,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500-0008
4732,devoted,devoted,7,devoted,1,fan,fan,8,27,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500-0008
4733,deep,deep,24,deep,1,discussions,discussion,26,27,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500-0008
4734,Good,good,1,Good,1,Day,day,2,4,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500-0012
4735,major,major,14,major,1,retailers,retailer,15,32,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500-0021
4736,few,few,23,few,1,websites,website,24,32,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500-0021
4737,good,good,3,good,1,reason,reason,4,13,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500-0022
4738,curious,curious,5,curious,1,,,,12,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500-0023
4739,more,more,10,more,1,info,info,11,15,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500-0025
4740,massive,massive,4,massive,1,game,game,8,9,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500-0026
4741,best,best,10,best,1,graphics,graphic,11,28,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500-0027
4742,worth,worth,3,worth,1,,,,6,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500-0028
4743,second,second,11,second,1,preorder,preorder,12,17,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500-0029
4744,multiple,multiple,15,multiple,1,accounts,account,16,17,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500-0029
4745,functional,functional,7,functional,1,,,,8,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500-0031
4746,able,able,8,able,1,,,,15,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500-0032
4747,Warm,warm,1,Warm,1,greetings,greeting,2,9,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500-0033
4748,legit,legit,6,"legit, honorable",2,guilds,guild,8,28,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500-0035
4749,honorable,honorable,7,"legit, honorable",2,guilds,guild,8,28,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500-0035
4750,straightforward,straightforward,6,straightforward,1,one,one,7,8,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500-0036
4751,many,many,6,"many, different, honorable",3,guilds,guild,8,28,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500-0037
4752,different,different,7,"many, different, honorable",3,guilds,guild,8,28,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500-0037
4753,honorable,honorable,13,"many, different, honorable",3,guilds,guild,8,28,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500-0037
4754,many,many,23,many,1,people,people,24,28,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500-0037
4755,other,other,4,"other, other",2,requirements,requirement,5,31,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500-0038
4756,other,other,6,"other, other",2,requirements,requirement,5,31,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500-0038
4757,new,new,14,new,1,member,member,15,31,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500-0038
4758,new,new,18,new,1,alliance,alliance,19,31,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500-0038
4759,free,free,23,free,1,,,,31,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500-0038
4760,own,own,13,"own, select",2,guild,guild,15,32,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500-0039
4761,select,select,14,"own, select",2,guild,guild,15,32,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500-0039
4762,same,same,30,same,1,name,name,31,32,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500-0039
4763,many,many,6,many,1,members,member,7,12,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500-0044
4764,wonderful,wonderful,10,wonderful,1,family,family,11,12,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500-0044
4765,true,true,10,true,1,friendship,friendship,11,15,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500-0047
4766,new,new,7,new,1,server,server,8,18,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500-0049
4767,happy,happy,4,happy,1,holidays,holiday,5,14,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500-0051
4768,Dear,dear,1,Dear,1,Judges,judge,2,16,newsgroup-groups.google.com_humanities.lit.authors.shakespeare_0c155162a7dfaf28_ENG_20031127_172200-0001
4769,downtrodden,downtrodden,4,downtrodden,1,,,,26,newsgroup-groups.google.com_humanities.lit.authors.shakespeare_0c155162a7dfaf28_ENG_20031127_172200-0005
4770,dispossesed,dispossesed,6,"dispossesed, unemployed",2,,,,26,newsgroup-groups.google.com_humanities.lit.authors.shakespeare_0c155162a7dfaf28_ENG_20031127_172200-0005
4771,unemployed,unemployed,23,"dispossesed, unemployed",2,,,,26,newsgroup-groups.google.com_humanities.lit.authors.shakespeare_0c155162a7dfaf28_ENG_20031127_172200-0005
4772,unemployable,unemployable,25,unemployable,1,,,,26,newsgroup-groups.google.com_humanities.lit.authors.shakespeare_0c155162a7dfaf28_ENG_20031127_172200-0005
4773,financial,financial,8,financial,1,poverty,poverty,6,11,newsgroup-groups.google.com_humanities.lit.authors.shakespeare_0c155162a7dfaf28_ENG_20031127_172200-0006
4774,spiritual,spiritual,10,spiritual,1,,,,11,newsgroup-groups.google.com_humanities.lit.authors.shakespeare_0c155162a7dfaf28_ENG_20031127_172200-0006
4775,own,own,9,own,1,children,child,6,13,newsgroup-groups.google.com_humanities.lit.authors.shakespeare_0c155162a7dfaf28_ENG_20031127_172200-0007
4776,uninsured,uninsured,5,"uninsured, homeless",2,ex-cons,ex-con,3,16,newsgroup-groups.google.com_humanities.lit.authors.shakespeare_0c155162a7dfaf28_ENG_20031127_172200-0008
4777,homeless,homeless,7,"uninsured, homeless",2,ex-cons,ex-con,3,16,newsgroup-groups.google.com_humanities.lit.authors.shakespeare_0c155162a7dfaf28_ENG_20031127_172200-0008
4778,many,many,10,many,1,colors,color,11,16,newsgroup-groups.google.com_humanities.lit.authors.shakespeare_0c155162a7dfaf28_ENG_20031127_172200-0008
4779,many,many,14,many,1,tongues,tongue,15,16,newsgroup-groups.google.com_humanities.lit.authors.shakespeare_0c155162a7dfaf28_ENG_20031127_172200-0008
4780,domestic,domestic,10,domestic,1,war,war,11,14,newsgroup-groups.google.com_humanities.lit.authors.shakespeare_0c155162a7dfaf28_ENG_20031127_172200-0009
4781,tough,tough,5,"tough, Tough",2,talk,talk,6,11,newsgroup-groups.google.com_humanities.lit.authors.shakespeare_0c155162a7dfaf28_ENG_20031127_172200-0011
4782,Tough,tough,8,"tough, Tough",2,talk,talk,6,11,newsgroup-groups.google.com_humanities.lit.authors.shakespeare_0c155162a7dfaf28_ENG_20031127_172200-0011
4783,proof,proof,3,proof,1,vests,vest,4,44,newsgroup-groups.google.com_humanities.lit.authors.shakespeare_0c155162a7dfaf28_ENG_20031127_172200-0013
4784,automatic,automatic,6,automatic,1,weapons,weapon,7,44,newsgroup-groups.google.com_humanities.lit.authors.shakespeare_0c155162a7dfaf28_ENG_20031127_172200-0013
4785,more,more,23,more,1,prisons,prison,24,44,newsgroup-groups.google.com_humanities.lit.authors.shakespeare_0c155162a7dfaf28_ENG_20031127_172200-0013
4786,longer,longer,26,longer,1,sentences,sentence,27,44,newsgroup-groups.google.com_humanities.lit.authors.shakespeare_0c155162a7dfaf28_ENG_20031127_172200-0013
4787,spartan,spartan,33,spartan,1,conditions,condition,34,44,newsgroup-groups.google.com_humanities.lit.authors.shakespeare_0c155162a7dfaf28_ENG_20031127_172200-0013
4788,low,low,3,low,1,,,,25,newsgroup-groups.google.com_humanities.lit.authors.shakespeare_0c155162a7dfaf28_ENG_20031127_172200-0015
4789,deeper,deeper,7,deeper,1,reason,reason,8,9,newsgroup-groups.google.com_humanities.lit.authors.shakespeare_0c155162a7dfaf28_ENG_20031127_172200-0016
4790,safer,safer,4,safer,1,,,,5,newsgroup-groups.google.com_humanities.lit.authors.shakespeare_0c155162a7dfaf28_ENG_20031127_172200-0017
4791,humane,humane,2,humane,1,,,,3,newsgroup-groups.google.com_humanities.lit.authors.shakespeare_0c155162a7dfaf28_ENG_20031127_172200-0018
4792,cohesive,cohesive,4,cohesive,1,society,society,5,19,newsgroup-groups.google.com_humanities.lit.authors.shakespeare_0c155162a7dfaf28_ENG_20031127_172200-0019
4793,gated,gated,6,gated,1,community,community,7,11,newsgroup-groups.google.com_humanities.lit.authors.shakespeare_0c155162a7dfaf28_ENG_20031127_172200-0020
4794,first,first,22,first,1,phrases,phrase,23,24,newsgroup-groups.google.com_humanities.lit.authors.shakespeare_0c155162a7dfaf28_ENG_20031127_172200-0021
4795,violent,violent,31,violent,1,individual,individual,32,33,newsgroup-groups.google.com_humanities.lit.authors.shakespeare_0c155162a7dfaf28_ENG_20031127_172200-0023
4796,Most,most,1,"Most, stuck",2,,,,22,newsgroup-groups.google.com_humanities.lit.authors.shakespeare_0c155162a7dfaf28_ENG_20031127_172200-0024
4797,stuck,stuck,11,"Most, stuck",2,,,,22,newsgroup-groups.google.com_humanities.lit.authors.shakespeare_0c155162a7dfaf28_ENG_20031127_172200-0024
4798,darkest,darkest,14,darkest,1,dilemmas,dilemma,15,22,newsgroup-groups.google.com_humanities.lit.authors.shakespeare_0c155162a7dfaf28_ENG_20031127_172200-0024
4799,Most,most,1,Most,1,,,,11,newsgroup-groups.google.com_humanities.lit.authors.shakespeare_0c155162a7dfaf28_ENG_20031127_172200-0025
4800,Many,many,1,Many,1,,,,43,newsgroup-groups.google.com_humanities.lit.authors.shakespeare_0c155162a7dfaf28_ENG_20031127_172200-0026
4801,spiritual,spiritual,12,spiritual,1,sense,sense,13,43,newsgroup-groups.google.com_humanities.lit.authors.shakespeare_0c155162a7dfaf28_ENG_20031127_172200-0026
4802,understanding,understanding,18,"understanding, powerful",2,force,force,19,43,newsgroup-groups.google.com_humanities.lit.authors.shakespeare_0c155162a7dfaf28_ENG_20031127_172200-0026
4803,powerful,powerful,23,"understanding, powerful",2,force,force,19,43,newsgroup-groups.google.com_humanities.lit.authors.shakespeare_0c155162a7dfaf28_ENG_20031127_172200-0026
4804,many,many,31,many,1,,,,43,newsgroup-groups.google.com_humanities.lit.authors.shakespeare_0c155162a7dfaf28_ENG_20031127_172200-0026
4805,front,front,41,front,1,door,door,42,43,newsgroup-groups.google.com_humanities.lit.authors.shakespeare_0c155162a7dfaf28_ENG_20031127_172200-0026
4806,ready,ready,3,ready,1,,,,4,newsgroup-groups.google.com_humanities.lit.authors.shakespeare_0c155162a7dfaf28_ENG_20031127_172200-0030
4807,grim,grim,13,grim,1,future,future,16,17,newsgroup-groups.google.com_humanities.lit.authors.shakespeare_0c155162a7dfaf28_ENG_20031127_172200-0031
4808,painful,painful,15,painful,1,,,,17,newsgroup-groups.google.com_humanities.lit.authors.shakespeare_0c155162a7dfaf28_ENG_20031127_172200-0031
4809,monumental,monumental,8,monumental,1,failures,failure,9,18,newsgroup-groups.google.com_humanities.lit.authors.shakespeare_0c155162a7dfaf28_ENG_20031127_172200-0032
4810,real,real,9,real,1,solution,solution,10,23,newsgroup-groups.google.com_humanities.lit.authors.shakespeare_0c155162a7dfaf28_ENG_20031127_172200-0035
4811,real,real,13,real,1,treatment,treatment,14,23,newsgroup-groups.google.com_humanities.lit.authors.shakespeare_0c155162a7dfaf28_ENG_20031127_172200-0035
4812,effective,effective,9,effective,1,campaign,campaign,12,17,newsgroup-groups.google.com_humanities.lit.authors.shakespeare_0c155162a7dfaf28_ENG_20031127_172200-0038
4813,welcome,welcome,3,welcome,1,,,,4,newsgroup-groups.google.com_humanities.lit.authors.shakespeare_0c155162a7dfaf28_ENG_20031127_172200-0039
4814,necessary,necessary,8,necessary,1,software,software,9,40,newsgroup-groups.google.com_humanities.lit.authors.shakespeare_0c155162a7dfaf28_ENG_20031127_172200-0043
4815,smart,smart,14,smart,1,mail,mail,16,40,newsgroup-groups.google.com_humanities.lit.authors.shakespeare_0c155162a7dfaf28_ENG_20031127_172200-0043
4816,available,available,7,available,1,couple,couple,4,15,newsgroup-groups.google.com_humanities.lit.authors.shakespeare_0c155162a7dfaf28_ENG_20031127_172200-0044
4817,nearest,nearest,15,nearest,1,archive,archive,17,22,newsgroup-groups.google.com_humanities.lit.authors.shakespeare_0c155162a7dfaf28_ENG_20031127_172200-0045
4818,other,other,19,other,1,organizations,organization,21,26,newsgroup-groups.google.com_humanities.lit.authors.shakespeare_0c155162a7dfaf28_ENG_20031127_172200-0049
4819,interesting,interesting,24,interesting,1,keywords,keyword,25,26,newsgroup-groups.google.com_humanities.lit.authors.shakespeare_0c155162a7dfaf28_ENG_20031127_172200-0049
4820,IMMEDIATE,immediate,3,IMMEDIATE,1,ATTENTION,attention,4,6,newsgroup-groups.google.com_misc.consumers_628669ce346c590d_ENG_20040527_065700-0003
4821,CONFIDENTIAL,confidential,2,"CONFIDENTIAL, URGENT",2,ASSISTANCE,assistance,4,7,newsgroup-groups.google.com_misc.consumers_628669ce346c590d_ENG_20040527_065700-0004
4822,URGENT,urgent,3,"CONFIDENTIAL, URGENT",2,ASSISTANCE,assistance,4,7,newsgroup-groups.google.com_misc.consumers_628669ce346c590d_ENG_20040527_065700-0004
4823,Dear,dear,1,Dear,1,Madam,madam,4,5,newsgroup-groups.google.com_misc.consumers_628669ce346c590d_ENG_20040527_065700-0006
4824,former,former,10,former,1,,,,34,newsgroup-groups.google.com_misc.consumers_628669ce346c590d_ENG_20040527_065700-0007
4825,reliable,reliable,12,reliable,1,person,person,15,40,newsgroup-groups.google.com_misc.consumers_628669ce346c590d_ENG_20040527_065700-0009
4826,reputable,reputable,14,reputable,1,,,,40,newsgroup-groups.google.com_misc.consumers_628669ce346c590d_ENG_20040527_065700-0009
4827,confidential,confidential,20,confidential,1,transaction,transaction,22,40,newsgroup-groups.google.com_misc.consumers_628669ce346c590d_ENG_20040527_065700-0009
4828,huge,huge,30,huge,1,sum,sum,31,40,newsgroup-groups.google.com_misc.consumers_628669ce346c590d_ENG_20040527_065700-0009
4829,maximum,maximum,38,maximum,1,confidence,confidence,39,40,newsgroup-groups.google.com_misc.consumers_628669ce346c590d_ENG_20040527_065700-0009
4830,absolute,absolute,6,absolute,1,confidence,confidence,7,26,newsgroup-groups.google.com_misc.consumers_628669ce346c590d_ENG_20040527_065700-0010
4831,good,good,29,good,1,offices,office,30,52,newsgroup-groups.google.com_misc.consumers_628669ce346c590d_ENG_20040527_065700-0012
4832,unsuccessful,unsuccessful,2,unsuccessful,1,venture,venture,3,40,newsgroup-groups.google.com_misc.consumers_628669ce346c590d_ENG_20040527_065700-0013
4833,Iraqi,iraqi,14,Iraqi,1,partner,partner,15,40,newsgroup-groups.google.com_misc.consumers_628669ce346c590d_ENG_20040527_065700-0013
4834,additional,additional,21,additional,1,sources,source,24,40,newsgroup-groups.google.com_misc.consumers_628669ce346c590d_ENG_20040527_065700-0013
4835,British,british,38,British,1,,,,40,newsgroup-groups.google.com_misc.consumers_628669ce346c590d_ENG_20040527_065700-0013
4836,other,other,26,other,1,monarchies,monarchy,29,45,newsgroup-groups.google.com_misc.consumers_628669ce346c590d_ENG_20040527_065700-0015
4837,German,german,40,German,1,partners,partner,43,45,newsgroup-groups.google.com_misc.consumers_628669ce346c590d_ENG_20040527_065700-0015
4838,Japanese,japanese,42,Japanese,1,,,,45,newsgroup-groups.google.com_misc.consumers_628669ce346c590d_ENG_20040527_065700-0015
4839,former,former,5,"former, Iraqi",2,partner,partner,8,21,newsgroup-groups.google.com_misc.consumers_628669ce346c590d_ENG_20040527_065700-0016
4840,Iraqi,iraqi,6,"former, Iraqi",2,partner,partner,8,21,newsgroup-groups.google.com_misc.consumers_628669ce346c590d_ENG_20040527_065700-0016
4841,urgent,urgent,7,urgent,1,assistance,assistance,8,40,newsgroup-groups.google.com_misc.consumers_628669ce346c590d_ENG_20040527_065700-0017
4842,willing,willing,9,willing,1,,,,54,newsgroup-groups.google.com_misc.consumers_628669ce346c590d_ENG_20040527_065700-0018
4843,new,new,16,new,1,venture,venture,17,54,newsgroup-groups.google.com_misc.consumers_628669ce346c590d_ENG_20040527_065700-0018
4844,upcoming,upcoming,22,upcoming,1,phase,phase,23,54,newsgroup-groups.google.com_misc.consumers_628669ce346c590d_ENG_20040527_065700-0018
4845,initial,initial,46,initial,1,acquisition,acquisition,47,54,newsgroup-groups.google.com_misc.consumers_628669ce346c590d_ENG_20040527_065700-0018
4846,long,long,50,long,1,term,term,52,54,newsgroup-groups.google.com_misc.consumers_628669ce346c590d_ENG_20040527_065700-0018
4847,able,able,13,able,1,,,,22,newsgroup-groups.google.com_misc.consumers_628669ce346c590d_ENG_20040527_065700-0019
4848,gracious,gracious,13,gracious,1,assistance,assistance,14,15,newsgroup-groups.google.com_misc.consumers_628669ce346c590d_ENG_20040527_065700-0020
4849,distinguished,distinguished,2,distinguished,1,colleagues,colleague,3,62,newsgroup-groups.google.com_misc.consumers_628669ce346c590d_ENG_20040527_065700-0021
4850,original,original,25,original,1,partner,partner,26,62,newsgroup-groups.google.com_misc.consumers_628669ce346c590d_ENG_20040527_065700-0021
4851,former,former,32,former,1,head,head,33,62,newsgroup-groups.google.com_misc.consumers_628669ce346c590d_ENG_20040527_065700-0021
4852,professional,professional,45,professional,1,dedication,dedication,46,62,newsgroup-groups.google.com_misc.consumers_628669ce346c590d_ENG_20040527_065700-0021
4853,yearly,yearly,24,yearly,1,income,income,25,35,newsgroup-groups.google.com_misc.consumers_628669ce346c590d_ENG_20040527_065700-0022
4854,important,important,33,important,1,venture,venture,34,35,newsgroup-groups.google.com_misc.consumers_628669ce346c590d_ENG_20040527_065700-0022
4855,apprehensive,apprehensive,12,apprehensive,1,,,,15,newsgroup-groups.google.com_misc.consumers_628669ce346c590d_ENG_20040527_065700-0025
4856,worried,worried,14,worried,1,,,,15,newsgroup-groups.google.com_misc.consumers_628669ce346c590d_ENG_20040527_065700-0025
4857,well,well,10,well,1,,,,17,newsgroup-groups.google.com_misc.consumers_628669ce346c590d_ENG_20040527_065700-0026
4858,bold,bold,2,bold,1,step,step,3,13,newsgroup-groups.google.com_misc.consumers_628669ce346c590d_ENG_20040527_065700-0027
4859,legal,legal,12,legal,1,,,,13,newsgroup-groups.google.com_misc.consumers_628669ce346c590d_ENG_20040527_065700-0028
4860,intermediary,intermediary,15,intermediary,1,representatives,representative,16,22,newsgroup-groups.google.com_misc.consumers_628669ce346c590d_ENG_20040527_065700-0029
4861,grateful,grateful,9,grateful,1,,,,10,newsgroup-groups.google.com_misc.consumers_628669ce346c590d_ENG_20040527_065700-0031
4862,strict,strict,4,strict,1,confidence,confidence,5,11,newsgroup-groups.google.com_misc.consumers_628669ce346c590d_ENG_20040527_065700-0032
4863,warm,warm,3,warm,1,regards,regards,4,5,newsgroup-groups.google.com_misc.consumers_628669ce346c590d_ENG_20040527_065700-0033
4864,southern,southern,5,southern,1,,,,26,newsgroup-groups.google.com_IndiaNewsWindow_1405662573fa84ed_ENG_20050831_110400-0003
4865,destructive,destructive,18,destructive,1,storm,storm,19,26,newsgroup-groups.google.com_IndiaNewsWindow_1405662573fa84ed_ENG_20050831_110400-0003
4866,dead,dead,6,dead,1,,,,20,newsgroup-groups.google.com_IndiaNewsWindow_1405662573fa84ed_ENG_20050831_110400-0004
4867,unable,unable,7,unable,1,,,,12,newsgroup-groups.google.com_IndiaNewsWindow_1405662573fa84ed_ENG_20050831_110400-0005
4868,dead,dead,11,dead,1,,,,12,newsgroup-groups.google.com_IndiaNewsWindow_1405662573fa84ed_ENG_20050831_110400-0005
4869,central,central,3,central,1,,,,5,newsgroup-groups.google.com_IndiaNewsWindow_1405662573fa84ed_ENG_20050831_110400-0009
4870,desperate,desperate,8,desperate,1,situation,situation,9,17,newsgroup-groups.google.com_IndiaNewsWindow_1405662573fa84ed_ENG_20050831_110400-0010
4871,complete,complete,3,complete,1,chaos,chaos,4,15,newsgroup-groups.google.com_IndiaNewsWindow_1405662573fa84ed_ENG_20050831_110400-0014
4872,much,much,27,much,1,,,,34,newsgroup-groups.google.com_IndiaNewsWindow_1405662573fa84ed_ENG_20050831_110400-0015
4873,shaped,shaped,9,shaped,1,city,city,10,36,newsgroup-groups.google.com_IndiaNewsWindow_1405662573fa84ed_ENG_20050831_110400-0017
4874,many,many,26,many,1,pines,pine,27,33,newsgroup-groups.google.com_IndiaNewsWindow_1405662573fa84ed_ENG_20050831_110400-0018
4875,deep,deep,28,deep,1,waters,water,21,29,newsgroup-groups.google.com_IndiaNewsWindow_1405662573fa84ed_ENG_20050831_110400-0022
4876,dry,dry,9,dry,1,sections,section,3,28,newsgroup-groups.google.com_IndiaNewsWindow_1405662573fa84ed_ENG_20050831_110400-0024
4877,vital,vital,14,vital,1,supplies,supplies,15,18,newsgroup-groups.google.com_IndiaNewsWindow_1405662573fa84ed_ENG_20050831_110400-0026
4878,armed,armed,2,armed,1,police,police,3,19,newsgroup-groups.google.com_IndiaNewsWindow_1405662573fa84ed_ENG_20050831_110400-0027
4879,martial,martial,12,martial,1,law,law,13,19,newsgroup-groups.google.com_IndiaNewsWindow_1405662573fa84ed_ENG_20050831_110400-0027
4880,non-essential,non-essential,6,non-essential,1,goods,goods,7,18,newsgroup-groups.google.com_IndiaNewsWindow_1405662573fa84ed_ENG_20050831_110400-0028
4881,dead,dead,3,dead,1,,,,4,newsgroup-groups.google.com_IndiaNewsWindow_1405662573fa84ed_ENG_20050831_110400-0029
4882,worse,worse,7,worse,1,,,,10,newsgroup-groups.google.com_IndiaNewsWindow_1405662573fa84ed_ENG_20050831_110400-0030
4883,dead,dead,10,dead,1,hundreds,hundred,9,20,newsgroup-groups.google.com_IndiaNewsWindow_1405662573fa84ed_ENG_20050831_110400-0031
4884,homeless,homeless,5,homeless,1,,,,18,newsgroup-groups.google.com_IndiaNewsWindow_1405662573fa84ed_ENG_20050831_110400-0034
4885,dead,dead,8,dead,1,,,,29,newsgroup-groups.google.com_IndiaNewsWindow_1405662573fa84ed_ENG_20050831_110400-0039
4886,municipal,municipal,14,municipal,1,spokesman,spokesman,15,19,newsgroup-groups.google.com_IndiaNewsWindow_1405662573fa84ed_ENG_20050831_110400-0040
4887,biggest,biggest,12,biggest,1,effort,effort,17,28,newsgroup-groups.google.com_IndiaNewsWindow_1405662573fa84ed_ENG_20050831_110400-0044
4888,natural,natural,15,natural,1,disaster,disaster,16,28,newsgroup-groups.google.com_IndiaNewsWindow_1405662573fa84ed_ENG_20050831_110400-0044
4889,federal,federal,19,federal,1,teams,team,21,28,newsgroup-groups.google.com_IndiaNewsWindow_1405662573fa84ed_ENG_20050831_110400-0044
4890,short,short,13,short,1,,,,28,newsgroup-groups.google.com_IndiaNewsWindow_1405662573fa84ed_ENG_20050831_110400-0045
4891,other,other,26,other,1,organisations,organisation,27,28,newsgroup-groups.google.com_IndiaNewsWindow_1405662573fa84ed_ENG_20050831_110400-0045
4892,more,more,4,more,1,,,,23,newsgroup-groups.google.com_IndiaNewsWindow_1405662573fa84ed_ENG_20050831_110400-0046
4893,expensive,expensive,19,"expensive, natural",2,disaster,disaster,21,23,newsgroup-groups.google.com_IndiaNewsWindow_1405662573fa84ed_ENG_20050831_110400-0046
4894,natural,natural,20,"expensive, natural",2,disaster,disaster,21,23,newsgroup-groups.google.com_IndiaNewsWindow_1405662573fa84ed_ENG_20050831_110400-0046
4895,crude,crude,4,crude,1,oil,oil,5,31,newsgroup-groups.google.com_IndiaNewsWindow_1405662573fa84ed_ENG_20050831_110400-0047
4896,international,international,8,international,1,market,market,9,31,newsgroup-groups.google.com_IndiaNewsWindow_1405662573fa84ed_ENG_20050831_110400-0047
4897,record,record,12,record,1,,,,31,newsgroup-groups.google.com_IndiaNewsWindow_1405662573fa84ed_ENG_20050831_110400-0047
4898,much,much,2,much,1,money,money,3,11,newsgroup-groups.google.com_FOOLED_1bf9cdc5a4c2ac48_ENG_20050904_130400-0012
4899,fiscal,fiscal,21,fiscal,1,year,year,22,24,newsgroup-groups.google.com_FOOLED_1bf9cdc5a4c2ac48_ENG_20050904_130400-0017
4900,fiscal,fiscal,13,fiscal,1,year,year,14,16,newsgroup-groups.google.com_FOOLED_1bf9cdc5a4c2ac48_ENG_20050904_130400-0018
4901,additional,additional,2,additional,1,,,,21,newsgroup-groups.google.com_FOOLED_1bf9cdc5a4c2ac48_ENG_20050904_130400-0023
4902,lunar,lunar,3,lunar,1,exploration,exploration,4,12,newsgroup-groups.google.com_FOOLED_1bf9cdc5a4c2ac48_ENG_20050904_130400-0029
4903,same,same,16,same,1,,,,24,newsgroup-groups.google.com_FOOLED_1bf9cdc5a4c2ac48_ENG_20050904_130400-0031
4904,controversial,controversial,9,controversial,1,technique,technique,10,29,newsgroup-groups.google.com_FOOLED_1bf9cdc5a4c2ac48_ENG_20050904_130400-0034
4905,fiscal,fiscal,16,fiscal,1,year,year,17,29,newsgroup-groups.google.com_FOOLED_1bf9cdc5a4c2ac48_ENG_20050904_130400-0034
4906,more,more,17,more,1,,,,37,newsgroup-groups.google.com_FOOLED_1bf9cdc5a4c2ac48_ENG_20050904_130400-0035
4907,more,more,28,more,1,,,,37,newsgroup-groups.google.com_FOOLED_1bf9cdc5a4c2ac48_ENG_20050904_130400-0035
4908,helpful,helpful,8,helpful,1,,,,9,newsgroup-groups.google.com_FOOLED_1bf9cdc5a4c2ac48_ENG_20050904_130400-0036
4909,prior,prior,10,prior,1,,,,15,newsgroup-groups.google.com_FOOLED_1bf9cdc5a4c2ac48_ENG_20050904_130400-0037
4910,Excellent,excellent,1,Excellent,1,answer,answer,2,4,newsgroup-groups.google.com_FOOLED_1bf9cdc5a4c2ac48_ENG_20050904_130400-0044
4911,additional,additional,5,additional,1,info,info,6,7,newsgroup-groups.google.com_FOOLED_1bf9cdc5a4c2ac48_ENG_20050904_130400-0045
4912,own,own,12,own,1,webpage,webpage,13,14,newsgroup-groups.google.com_FOOLED_1bf9cdc5a4c2ac48_ENG_20050904_130400-0046
4913,own,own,5,own,1,webpage,webpage,6,19,newsgroup-groups.google.com_FOOLED_1bf9cdc5a4c2ac48_ENG_20050904_130400-0047
4914,important,important,12,important,1,reasons,reason,8,19,newsgroup-groups.google.com_FOOLED_1bf9cdc5a4c2ac48_ENG_20050904_130400-0047
