,adj_word,adj_word_len,adj_word_count,adj_lemma,mod_adj,mod_adj_len,mod_adj_count,n_word,n_word_len,n_word_count,n_lemma,n_lemma_count,adj_id,n_id,sen_len,sen_id
5617,civil,5,16,civil,,0,,liberties,9,2.0,liberty,3.0,21,22,68,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0241
5618,free,4,80,free,international,13,3.0,travel,6,4.0,travel,4.0,28,30,68,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0241
5619,international,13,38,international,free,4,7.0,travel,6,4.0,travel,4.0,29,30,68,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0241
5620,international,13,38,international,,0,,media,5,11.0,media,13.0,34,35,68,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0241
5621,racial,6,7,racial,,0,,incitement,10,3.0,incitement,3.0,41,42,68,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0241
5622,lawless,7,2,lawless,,0,,behavior,8,4.0,behavior,6.0,50,51,68,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0241
5623,free,4,80,free,,0,,elections,9,11.0,election,18.0,5,6,30,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0242
5624,likely,6,28,likely,,0,,,0,,,,10,,30,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0242
5625,fanatic,7,3,fanatic,,0,,regime,6,7.0,regime,9.0,14,15,30,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0242
5626,inflammatory,12,1,inflammatory,,0,,one,3,38.0,one,68.0,29,21,30,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0242
5627,certain,7,35,certain,,0,,extent,6,3.0,extent,3.0,12,13,17,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0243
5628,other,5,320,other,,0,,hand,4,21.0,hand,27.0,3,4,52,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0245
5629,certain,7,35,certain,,0,,democracy,9,4.0,democracy,4.0,7,9,52,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0245
5630,better,6,112,better,temporary,9,1.0,solution,8,12.0,solution,15.0,18,20,52,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0245
5631,temporary,9,4,temporary,better,6,12.0,solution,8,12.0,solution,15.0,19,20,52,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0245
5632,real,4,60,real,,0,,thing,5,60.0,thing,102.0,27,28,52,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0245
5633,same,4,152,same,,0,,way,3,53.0,way,65.0,33,34,52,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0245
5634,immediate,9,11,immediate,sudden,6,2.0,democracy,9,4.0,democracy,4.0,37,39,52,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0245
5635,sudden,6,2,sudden,immediate,9,3.0,democracy,9,4.0,democracy,4.0,38,39,52,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0245
5636,civilized,9,5,civilized,,0,,world,5,36.0,world,41.0,7,8,11,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0246
5637,new,3,252,new,,0,,landscape,9,1.0,landscape,1.0,10,11,25,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0247
5638,costly,6,3,costly,,0,,,0,,,,18,,25,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0247
5639,painful,7,5,painful,,0,,,0,,,,20,,25,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0247
5640,other,5,320,other,,0,,region,6,5.0,region,9.0,6,7,12,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0248
5641,understandable,14,2,understandable,,0,,recoil,6,1.0,recoil,1.0,2,3,29,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0249
5642,additional,10,26,additional,innocent,8,3.0,lives,5,10.0,life,31.0,19,21,29,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0249
5643,innocent,8,7,innocent,additional,10,3.0,lives,5,10.0,life,31.0,20,21,29,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0249
5644,small,5,78,small,,0,,band,4,6.0,band,9.0,18,19,26,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0002
5645,violent,7,8,violent,,0,,attacks,7,13.0,attack,19.0,21,22,26,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0002
5646,Egyptian,8,23,egyptian,,0,,leaders,7,24.0,leader,48.0,24,25,26,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0002
5647,further,7,13,further,,0,,attacks,7,13.0,attack,19.0,25,26,31,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0003
5648,Egyptian,8,23,egyptian,,0,,regime,6,7.0,regime,9.0,29,30,31,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0003
5649,key,3,25,key,,0,,question,8,11.0,question,25.0,2,3,22,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0004
5650,senior,6,12,senior,,0,,officials,9,20.0,official,27.0,3,6,39,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0005
5651,militant,8,19,militant,,0,,islamists,9,13.0,islamist,13.0,18,19,39,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0005
5652,available,9,58,available,,0,,,0,,,,28,,39,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0005
5653,early,5,39,early,,0,,,0,,,,2,,44,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0008
5654,biological,10,15,biological,,0,,agents,6,10.0,agent,13.0,39,40,44,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0008
5655,such,4,83,such,,0,,anthrax,7,3.0,anthrax,3.0,41,43,44,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0008
5656,early,5,39,early,,0,,,0,,,,2,,52,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0009
5657,unbelievable,12,4,unbelievable,biological,10,2.0,attack,6,6.0,attack,19.0,27,30,52,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0009
5658,biological,10,15,biological,unbelievable,12,2.0,attack,6,6.0,attack,19.0,29,30,52,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0009
5659,previous,8,13,previous,,0,,month,5,18.0,month,40.0,6,7,12,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0010
5660,determined,10,8,determined,,0,,,0,,,,18,,32,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0011
5661,chemical,8,10,chemical,,0,,weapons,7,36.0,weapon,47.0,21,24,32,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0011
5662,biological,10,15,biological,,0,,,0,,,,23,,32,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0011
5663,technical,9,8,technical,,0,,difficulties,12,3.0,difficulty,5.0,30,31,32,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0011
5664,ambitious,9,4,ambitious,,0,,program,7,13.0,program,15.0,21,24,39,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0012
5665,biological,10,15,biological,,0,,weapons,7,36.0,weapon,47.0,22,23,39,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0012
5666,prior,5,19,prior,,0,,,0,,,,35,,39,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0012
5667,immediate,9,11,immediate,likely,6,4.0,threats,7,4.0,threat,23.0,24,25,34,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0013
5668,likely,6,28,likely,immediate,9,3.0,threats,7,4.0,threat,23.0,30,25,34,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0013
5669,second,6,39,second,,0,,wave,4,6.0,wave,6.0,37,38,48,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0014
5670,chemical,8,10,chemical,,0,,weapon,6,11.0,weapon,47.0,19,22,23,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0016
5671,biological,10,15,biological,,0,,,0,,,,21,,23,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0016
5672,international,13,38,international,,0,,plot,4,4.0,plot,4.0,16,17,18,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0017
5673,old,3,93,old,,0,,news,4,16.0,news,24.0,3,4,5,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0018
5674,impolite,8,1,impolite,,0,,,0,,,,7,,24,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0019
5675,former,6,42,former,,0,,theory,6,3.0,theory,5.0,15,17,24,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0019
5676,lone,4,2,lone,American,8,14.0,scientist,9,4.0,scientist,7.0,20,23,24,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0019
5677,American,8,73,american,lone,4,2.0,scientist,9,4.0,scientist,7.0,22,23,24,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0019
5678,Many,4,26,many,,0,,people,6,110.0,people,115.0,1,2,35,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0020
5679,earlier,7,18,earlier,,0,,mailings,8,2.0,mailing,2.0,16,20,35,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0020
5680,biochemical,11,4,biochemical,,0,,weapons,7,36.0,weapon,47.0,35,36,39,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0021
5681,symbolic,8,1,symbolic,,0,,targets,7,4.0,target,5.0,74,75,76,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0022
5682,blind,5,8,blind,,0,,sheik,5,4.0,sheik,4.0,13,14,29,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0023
5683,responsible,11,20,responsible,,0,,,0,,,,19,,29,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0023
5684,earlier,7,18,earlier,,0,,bombing,7,3.0,bombing,4.0,22,26,29,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0023
5685,Handwritten,11,1,handwritten,,0,,notes,5,2.0,note,7.0,1,2,38,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0024
5686,feasible,8,3,feasible,,0,,plan,4,10.0,plan,14.0,23,26,38,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0024
5687,necessary,9,25,necessary,,0,,expertise,9,2.0,expertise,2.0,36,37,38,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0024
5688,similar,7,18,similar,,0,,disc,4,1.0,disc,1.0,18,19,35,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0025
5689,right,5,51,right,,0,,hand,4,21.0,hand,27.0,24,26,35,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0025
5690,Egyptian,8,23,egyptian,,0,,authorities,11,4.0,authority,12.0,21,22,23,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0026
5691,military,8,51,military,,0,,operations,10,4.0,operation,7.0,13,14,15,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0027
5692,such,4,83,such,,0,,recruitment,11,1.0,recruitment,1.0,19,20,25,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0028
5693,final,5,28,final,,0,,stages,6,3.0,stage,9.0,9,10,31,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0029
5694,5th,3,4,5th,,0,,plane,5,1.0,plane,1.0,23,24,31,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0029
5695,second,6,39,second,,0,,wave,4,6.0,wave,6.0,11,12,22,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0030
5696,West,4,7,west,,0,,Coast,5,3.0,coast,8.0,20,21,22,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0030
5697,second,6,39,second,,0,,wave,4,6.0,wave,6.0,26,27,29,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0032
5698,related,7,21,related,,0,,,0,,,,13,,33,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0034
5699,Malaysian,9,3,malaysian,,0,,,0,,,,30,,33,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0034
5700,sharpest,8,1,sharpest,,0,,tool,4,5.0,tool,7.0,6,7,40,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0035
5701,unreliable,10,1,unreliable,,0,,,0,,,,18,,40,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0035
5702,regional,8,12,regional,,0,,operative,9,2.0,operative,3.0,4,5,24,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0036
5703,key,3,25,key,,0,,meeting,7,12.0,meeting,19.0,13,16,24,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0036
5704,second,6,39,second,,0,,wave,4,6.0,wave,6.0,26,27,28,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0038
5705,early,5,39,early,,0,,,0,,,,9,,22,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0039
5706,virulent,8,1,virulent,,0,,strain,6,3.0,strain,3.0,14,18,23,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0040
5707,long,4,69,long,,0,,quest,5,1.0,quest,1.0,21,22,42,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0042
5708,Egyptian,8,23,egyptian,,0,,reporter,8,7.0,reporter,7.0,39,41,42,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0042
5709,Egyptian,8,23,egyptian,,0,,prison,6,1.0,prison,2.0,7,8,17,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0043
5710,many,4,192,many,,0,,years,5,61.0,year,120.0,15,16,17,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0043
5711,close,5,38,close,,0,,student,7,1.0,student,4.0,16,17,23,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0044
5712,religious,9,23,religious,,0,,obligation,10,2.0,obligation,2.0,14,15,37,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0046
5713,same,4,152,same,,0,,weapons,7,36.0,weapon,47.0,19,20,37,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0046
5714,former,6,42,former,,0,,chief,5,2.0,chief,3.0,26,32,37,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0046
5715,educational,11,5,educational,,0,,institutions,12,2.0,institution,2.0,28,29,61,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0047
5716,beneficial,10,3,beneficial,,0,,,0,,,,37,,61,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0047
5717,easy,4,48,easy,,0,,access,6,13.0,access,13.0,42,43,61,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0047
5718,first,5,117,first,,0,,stage,5,6.0,stage,9.0,54,55,61,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0047
5719,willing,7,30,willing,,0,,,0,,,,58,,61,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0047
5720,small,5,78,small,,0,,band,4,6.0,band,9.0,18,19,26,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0049
5721,violent,7,8,violent,,0,,attacks,7,13.0,attack,19.0,21,22,26,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0049
5722,Egyptian,8,23,egyptian,,0,,leaders,7,24.0,leader,48.0,24,25,26,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0049
5723,further,7,13,further,,0,,attacks,7,13.0,attack,19.0,25,26,31,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0050
5724,Egyptian,8,23,egyptian,,0,,regime,6,7.0,regime,9.0,29,30,31,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0050
5725,key,3,25,key,,0,,question,8,11.0,question,25.0,2,3,22,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0051
5726,senior,6,12,senior,,0,,officials,9,20.0,official,27.0,3,6,39,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0052
5727,militant,8,19,militant,,0,,islamists,9,13.0,islamist,13.0,18,19,39,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0052
5728,available,9,58,available,,0,,,0,,,,28,,39,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0052
5729,few,3,137,few,,0,,days,4,39.0,day,96.0,2,3,36,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0053
5730,orange,6,2,orange,,0,,,0,,,,31,,36,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0053
5731,high,4,61,high,,0,,,0,,,,34,,36,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0053
5732,yellow,6,8,yellow,,0,,,0,,,,10,,19,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0054
5733,late,4,33,late,,0,,,0,,,,14,,19,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0054
5734,traceable,9,1,traceable,,0,,connection,10,10.0,connection,14.0,11,12,21,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0059
5735,biochemical,11,4,biochemical,,0,,weapons,7,36.0,weapon,47.0,6,7,15,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0061
5736,blind,5,8,blind,,0,,sheik,5,4.0,sheik,4.0,10,11,15,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0061
5737,biochemical,11,4,biochemical,,0,,weapons,7,36.0,weapon,47.0,3,4,21,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0063
5738,such,4,83,such,,0,,detentions,10,1.0,detention,1.0,11,12,21,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0063
5739,alternative,11,9,alternative,,0,,scenario,8,3.0,scenario,3.0,15,16,21,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0063
5740,Retired,7,2,retired,,0,,,0,,,,11,,28,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0064
5741,other,5,320,other,,0,,evidence,8,11.0,evidence,11.0,6,7,25,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0065
5742,nonconventional,15,1,nonconventional,,0,,weapon,6,11.0,weapon,47.0,19,20,25,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0065
5743,same,4,152,same,,0,,week,4,37.0,week,51.0,2,3,41,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0066
5744,raw,3,3,raw,,0,,product,7,4.0,product,14.0,8,10,44,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0067
5745,unweaponized,12,1,unweaponized,,0,,form,4,22.0,form,34.0,13,14,44,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0067
5746,biochemical,11,4,biochemical,,0,,program,7,13.0,program,15.0,15,16,17,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0068
5747,half,4,5,half,,0,,decade,6,9.0,decade,10.0,14,15,16,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0069
5748,right,5,51,right,,0,,hand,4,21.0,hand,27.0,4,6,27,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0070
5749,senior,6,12,senior,,0,,member,6,5.0,member,18.0,2,5,35,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0071
5750,Egyptian,8,23,egyptian,,0,,services,8,17.0,service,165.0,22,24,35,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0071
5751,lengthy,7,3,lengthy,,0,,confession,10,1.0,confession,1.0,33,34,35,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0071
5752,likely,6,28,likely,,0,,,0,,,,14,,34,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0072
5753,biological,10,15,biological,,0,,agents,6,10.0,agent,13.0,19,22,34,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0072
5754,chemical,8,10,chemical,,0,,,0,,,,21,,34,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0072
5755,senior,6,12,senior,,0,,leaders,7,24.0,leader,48.0,29,32,34,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0072
5756,close,5,38,close,,0,,associate,9,2.0,associate,2.0,9,10,39,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0073
5757,separate,8,15,separate,,0,,attempts,8,4.0,attempt,6.0,23,24,39,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0073
5758,necessary,9,25,necessary,,0,,expertise,9,2.0,expertise,2.0,28,29,39,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0073
5759,unprocessed,11,1,unprocessed,,0,,strain,6,3.0,strain,3.0,12,14,29,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0074
5760,lax,3,2,lax,,0,,control,7,7.0,control,7.0,3,4,34,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0075
5761,prior,5,19,prior,,0,,,0,,,,31,,34,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0075
5762,individual,10,6,individual,,0,,,0,,,,4,,39,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0076
5763,quarter,7,2,quarter,,0,,century,7,13.0,century,16.0,10,11,39,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0076
5764,retired,7,1,retired,,0,,,0,,,,15,,39,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0076
5765,only,4,66,only,,0,,copy,4,5.0,copy,8.0,31,32,39,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0076
5766,Congressional,13,1,congressional,,0,,hearing,7,1.0,hearing,1.0,6,7,25,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0077
5767,unnamed,7,3,unnamed,,0,,spokesperson,12,1.0,spokesperson,1.0,10,12,47,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0078
5768,advanced,8,6,advanced,,0,,techniques,10,4.0,technique,6.0,17,18,25,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0079
5769,efficient,9,11,efficient,biological,10,2.0,weapons,7,36.0,weapon,47.0,22,24,25,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0079
5770,biological,10,15,biological,efficient,9,3.0,weapons,7,36.0,weapon,47.0,23,24,25,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0079
5771,public,6,34,public,,0,,comments,8,11.0,comment,12.0,6,7,27,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0080
5772,optimal,7,1,optimal,,0,,method,6,8.0,method,11.0,19,20,27,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0080
5773,electrostatic,13,2,electrostatic,,0,,charge,6,2.0,charge,5.0,25,26,27,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0080
5774,electrostatic,13,2,electrostatic,,0,,charge,6,2.0,charge,5.0,15,16,17,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0081
5775,single,6,24,single,,0,,spores,6,1.0,spore,1.0,7,8,25,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0082
5776,large,5,46,large,,0,,clumps,6,1.0,clump,1.0,19,17,25,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0082
5777,bigger,6,17,bigger,,0,,,0,,,,6,,14,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0083
5778,inhalable,9,1,inhalable,,0,,,0,,,,12,,14,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0083
5779,Many,4,26,many,extraordinary,13,1.0,,0,,,,1,,10,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0084
5780,extraordinary,13,5,extraordinary,Many,4,4.0,,0,,,,9,,10,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0084
5781,simpler,7,1,simpler,,0,,,0,,,,4,,31,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0085
5782,few,3,137,few,,0,,grams,5,1.0,gram,1.0,19,20,31,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0085
5783,industrial,10,3,industrial,typical,7,5.0,processing,10,2.0,processing,2.0,23,24,31,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0085
5784,typical,7,7,typical,industrial,10,2.0,processing,10,2.0,processing,2.0,25,24,31,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0085
5785,mistaken,8,2,mistaken,,0,,theories,8,2.0,theory,5.0,15,16,27,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0086
5786,focused,7,2,focused,,0,,liberals,8,1.0,liberal,1.0,20,19,41,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0087
5787,useful,6,10,useful,,0,,,0,,,,37,,41,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0087
5788,offensive,9,3,offensive,,0,,purposes,8,2.0,purpose,4.0,39,40,41,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0087
5789,sensational,11,1,sensational,,0,,detail,6,3.0,detail,12.0,10,11,23,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0088
5790,possible,8,66,possible,,0,,difficulties,12,3.0,difficulty,5.0,19,20,37,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0090
5791,aerial,6,2,aerial,,0,,dispersal,9,1.0,dispersal,1.0,22,23,37,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0090
5792,consistent,10,5,consistent,,0,,,0,,,,28,,37,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0090
5793,Malaysian,9,3,malaysian,,0,,biochemist,10,1.0,biochemist,1.0,4,5,18,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0092
5794,useful,6,10,useful,,0,,items,5,8.0,item,9.0,12,11,16,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0095
5795,holy,4,2,holy,,0,,war,3,12.0,war,12.0,11,12,14,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0096
5796,second,6,39,second,,0,,wave,4,6.0,wave,6.0,11,12,14,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0099
5797,former,6,42,former,,0,,reporter,8,7.0,reporter,7.0,8,9,36,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0101
5798,Filipino,8,1,filipino,,0,,,0,,,,35,,36,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0101
5799,second,6,39,second,,0,,wave,4,6.0,wave,6.0,6,7,30,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0104
5800,biological,10,15,biological,,0,,attacks,7,13.0,attack,19.0,10,11,30,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0104
