,adj_word,adj_lemma,adj_id,mod_adj,n_word,n_lemma,n_id,sen_len,sen_id
4899,fiscal,fiscal,21,,year,year,22,24,newsgroup-groups.google.com_FOOLED_1bf9cdc5a4c2ac48_ENG_20050904_130400-0017
4900,fiscal,fiscal,13,,year,year,14,16,newsgroup-groups.google.com_FOOLED_1bf9cdc5a4c2ac48_ENG_20050904_130400-0018
4901,additional,additional,2,,,,,21,newsgroup-groups.google.com_FOOLED_1bf9cdc5a4c2ac48_ENG_20050904_130400-0023
4902,lunar,lunar,3,,exploration,exploration,4,12,newsgroup-groups.google.com_FOOLED_1bf9cdc5a4c2ac48_ENG_20050904_130400-0029
4903,same,same,16,,,,,24,newsgroup-groups.google.com_FOOLED_1bf9cdc5a4c2ac48_ENG_20050904_130400-0031
4904,controversial,controversial,9,,technique,technique,10,29,newsgroup-groups.google.com_FOOLED_1bf9cdc5a4c2ac48_ENG_20050904_130400-0034
4905,fiscal,fiscal,16,,year,year,17,29,newsgroup-groups.google.com_FOOLED_1bf9cdc5a4c2ac48_ENG_20050904_130400-0034
4906,more,more,17,,,,,37,newsgroup-groups.google.com_FOOLED_1bf9cdc5a4c2ac48_ENG_20050904_130400-0035
4907,more,more,28,,,,,37,newsgroup-groups.google.com_FOOLED_1bf9cdc5a4c2ac48_ENG_20050904_130400-0035
4908,helpful,helpful,8,,,,,9,newsgroup-groups.google.com_FOOLED_1bf9cdc5a4c2ac48_ENG_20050904_130400-0036
4909,prior,prior,10,,,,,15,newsgroup-groups.google.com_FOOLED_1bf9cdc5a4c2ac48_ENG_20050904_130400-0037
4910,Excellent,excellent,1,,answer,answer,2,4,newsgroup-groups.google.com_FOOLED_1bf9cdc5a4c2ac48_ENG_20050904_130400-0044
4911,additional,additional,5,,info,info,6,7,newsgroup-groups.google.com_FOOLED_1bf9cdc5a4c2ac48_ENG_20050904_130400-0045
4912,own,own,12,,webpage,webpage,13,14,newsgroup-groups.google.com_FOOLED_1bf9cdc5a4c2ac48_ENG_20050904_130400-0046
4913,own,own,5,,webpage,webpage,6,19,newsgroup-groups.google.com_FOOLED_1bf9cdc5a4c2ac48_ENG_20050904_130400-0047
4914,important,important,12,,reasons,reason,8,19,newsgroup-groups.google.com_FOOLED_1bf9cdc5a4c2ac48_ENG_20050904_130400-0047
4915,5th,5th,16,,grade,grade,17,19,newsgroup-groups.google.com_FOOLED_1bf9cdc5a4c2ac48_ENG_20050904_130400-0047
4916,familiar,familiar,8,,,,,28,newsgroup-groups.google.com_FOOLED_1bf9cdc5a4c2ac48_ENG_20050904_130400-0048
4917,modern,modern,17,,bridge,bridge,18,60,newsgroup-groups.google.com_FOOLED_1bf9cdc5a4c2ac48_ENG_20050904_130400-0049
4918,modern,modern,29,,medicine,medicine,30,60,newsgroup-groups.google.com_FOOLED_1bf9cdc5a4c2ac48_ENG_20050904_130400-0049
4919,cellular,cellular,42,,phone,phone,43,60,newsgroup-groups.google.com_FOOLED_1bf9cdc5a4c2ac48_ENG_20050904_130400-0049
4920,large,large,5,,program,program,7,17,newsgroup-groups.google.com_FOOLED_1bf9cdc5a4c2ac48_ENG_20050904_130400-0050
4921,important,important,16,,,,,17,newsgroup-groups.google.com_FOOLED_1bf9cdc5a4c2ac48_ENG_20050904_130400-0050
4922,Best,best,1,,,,,4,newsgroup-groups.google.com_FOOLED_1bf9cdc5a4c2ac48_ENG_20050904_130400-0051
4923,HUGE,huge,7,,waste,waste,8,37,newsgroup-groups.google.com_FOOLED_1bf9cdc5a4c2ac48_ENG_20050904_130400-0053
4924,many,many,19,huge,wastes,waste,21,37,newsgroup-groups.google.com_FOOLED_1bf9cdc5a4c2ac48_ENG_20050904_130400-0053
4925,huge,huge,20,many,wastes,waste,21,37,newsgroup-groups.google.com_FOOLED_1bf9cdc5a4c2ac48_ENG_20050904_130400-0053
4926,best,best,31,,,,,37,newsgroup-groups.google.com_FOOLED_1bf9cdc5a4c2ac48_ENG_20050904_130400-0053
4927,perfect,perfect,6,,world,world,7,37,newsgroup-groups.google.com_FOOLED_1bf9cdc5a4c2ac48_ENG_20050904_130400-0055
4928,national,national,19,,program,program,21,37,newsgroup-groups.google.com_FOOLED_1bf9cdc5a4c2ac48_ENG_20050904_130400-0055
4929,homeless,homeless,27,,housing,housing,24,37,newsgroup-groups.google.com_FOOLED_1bf9cdc5a4c2ac48_ENG_20050904_130400-0055
4930,far,far,32,,,,,37,newsgroup-groups.google.com_FOOLED_1bf9cdc5a4c2ac48_ENG_20050904_130400-0055
4931,perfect,perfect,35,,world,world,36,37,newsgroup-groups.google.com_FOOLED_1bf9cdc5a4c2ac48_ENG_20050904_130400-0055
4932,ONLY,only,23,,way,way,24,29,newsgroup-groups.google.com_FOOLED_1bf9cdc5a4c2ac48_ENG_20050904_130400-0056
4933,hard,hard,5,,,,,8,newsgroup-groups.google.com_FOOLED_1bf9cdc5a4c2ac48_ENG_20050904_130400-0058
4934,efficient,efficient,13,,way,way,14,26,newsgroup-groups.google.com_FOOLED_1bf9cdc5a4c2ac48_ENG_20050904_130400-0059
4935,bad,bad,19,old,,,,26,newsgroup-groups.google.com_FOOLED_1bf9cdc5a4c2ac48_ENG_20050904_130400-0059
4936,old,old,21,bad,,,,26,newsgroup-groups.google.com_FOOLED_1bf9cdc5a4c2ac48_ENG_20050904_130400-0059
4937,strange,strange,7,,,,,28,newsgroup-groups.google.com_eHolistic_2dd76f31ceb6bfe8_ENG_20050513_224200-0002
4938,desparate,desparate,12,,,,,28,newsgroup-groups.google.com_eHolistic_2dd76f31ceb6bfe8_ENG_20050513_224200-0002
4939,willing,willing,18,,,,,28,newsgroup-groups.google.com_eHolistic_2dd76f31ceb6bfe8_ENG_20050513_224200-0002
4940,dear,dear,25,sick,friend,friend,27,28,newsgroup-groups.google.com_eHolistic_2dd76f31ceb6bfe8_ENG_20050513_224200-0002
4941,sick,sick,26,dear,friend,friend,27,28,newsgroup-groups.google.com_eHolistic_2dd76f31ceb6bfe8_ENG_20050513_224200-0002
4942,many,many,9,,,,,15,newsgroup-groups.google.com_eHolistic_2dd76f31ceb6bfe8_ENG_20050513_224200-0004
4943,quick,quick,2,,summary,summary,3,28,newsgroup-groups.google.com_eHolistic_2dd76f31ceb6bfe8_ENG_20050513_224200-0005
4944,local,local,9,,band,band,10,28,newsgroup-groups.google.com_eHolistic_2dd76f31ceb6bfe8_ENG_20050513_224200-0005
4945,involved,involved,4,,,,,36,newsgroup-groups.google.com_eHolistic_2dd76f31ceb6bfe8_ENG_20050513_224200-0006
4946,local,local,7,,competition,competition,8,36,newsgroup-groups.google.com_eHolistic_2dd76f31ceb6bfe8_ENG_20050513_224200-0006
4947,first,first,14,,prize,prize,15,36,newsgroup-groups.google.com_eHolistic_2dd76f31ceb6bfe8_ENG_20050513_224200-0006
4948,little,little,9,,,,,14,newsgroup-groups.google.com_eHolistic_2dd76f31ceb6bfe8_ENG_20050513_224200-0007
4949,more,more,10,,,,,14,newsgroup-groups.google.com_eHolistic_2dd76f31ceb6bfe8_ENG_20050513_224200-0007
4950,first,first,20,,place,place,21,22,newsgroup-groups.google.com_eHolistic_2dd76f31ceb6bfe8_ENG_20050513_224200-0008
4951,third,third,5,,place,place,6,24,newsgroup-groups.google.com_eHolistic_2dd76f31ceb6bfe8_ENG_20050513_224200-0009
4952,humanatarian,humanatarian,22,,cause,cause,23,24,newsgroup-groups.google.com_eHolistic_2dd76f31ceb6bfe8_ENG_20050513_224200-0009
4953,few,few,14,,seconds,seconds,15,16,newsgroup-groups.google.com_eHolistic_2dd76f31ceb6bfe8_ENG_20050513_224200-0010
4954,real,real,15,,,,,22,newsgroup-groups.google.com_eHolistic_2dd76f31ceb6bfe8_ENG_20050513_224200-0019
4955,worthy,worthy,20,,cause,cause,21,22,newsgroup-groups.google.com_eHolistic_2dd76f31ceb6bfe8_ENG_20050513_224200-0019
4956,beloved,beloved,4,important,friend,friend,5,38,newsgroup-groups.google.com_eHolistic_2dd76f31ceb6bfe8_ENG_20050513_224200-0020
4957,important,important,26,beloved,friend,friend,5,38,newsgroup-groups.google.com_eHolistic_2dd76f31ceb6bfe8_ENG_20050513_224200-0020
4958,Many,many,1,,thanks,thanks,2,14,newsgroup-groups.google.com_eHolistic_2dd76f31ceb6bfe8_ENG_20050513_224200-0021
4959,healthy,healthy,13,,,,,14,newsgroup-groups.google.com_eHolistic_2dd76f31ceb6bfe8_ENG_20050513_224200-0021
4960,good,good,6,,cause,cause,7,8,newsgroup-groups.google.com_eHolistic_2dd76f31ceb6bfe8_ENG_20050513_224200-0032
4961,Federal,federal,20,,Grant,grant,21,25,newsgroup-groups.google.com_eHolistic_2dd76f31ceb6bfe8_ENG_20050513_224200-0033
4962,grim,grim,21,,,,,22,newsgroup-groups.google.com_eHolistic_2dd76f31ceb6bfe8_ENG_20050513_224200-0034
4963,huge,huge,6,,network,network,7,8,newsgroup-groups.google.com_eHolistic_2dd76f31ceb6bfe8_ENG_20050513_224200-0035
4964,first,first,5,,place,place,6,18,newsgroup-groups.google.com_eHolistic_2dd76f31ceb6bfe8_ENG_20050513_224200-0037
4965,good,good,5,,friend,friend,6,17,newsgroup-groups.google.com_eHolistic_2dd76f31ceb6bfe8_ENG_20050513_224200-0044
4966,non-Hodgkin,non-hodgkin,9,,lymphoma,lymphoma,10,17,newsgroup-groups.google.com_eHolistic_2dd76f31ceb6bfe8_ENG_20050513_224200-0044
4967,wonderful,wonderful,4,young,children,child,6,16,newsgroup-groups.google.com_eHolistic_2dd76f31ceb6bfe8_ENG_20050513_224200-0046
4968,young,young,5,wonderful,children,child,6,16,newsgroup-groups.google.com_eHolistic_2dd76f31ceb6bfe8_ENG_20050513_224200-0046
4969,great,great,17,,prizes,prize,18,19,newsgroup-groups.google.com_eHolistic_2dd76f31ceb6bfe8_ENG_20050513_224200-0049
4970,payable,payable,3,,,,,13,newsgroup-groups.google.com_eHolistic_2dd76f31ceb6bfe8_ENG_20050513_224200-0056
4971,insatiable,insatiable,3,,demand,demand,4,33,newsgroup-groups.google.com_IdeaStockExchange_c6ea783ac3f043ba_ENG_20041120_243700-0003
4972,financial,financial,11,,collisions,collision,14,33,newsgroup-groups.google.com_IdeaStockExchange_c6ea783ac3f043ba_ENG_20041120_243700-0003
4973,diplomatic,diplomatic,13,,,,,33,newsgroup-groups.google.com_IdeaStockExchange_c6ea783ac3f043ba_ENG_20041120_243700-0003
4974,reliable,reliable,21,,supplies,supplies,22,33,newsgroup-groups.google.com_IdeaStockExchange_c6ea783ac3f043ba_ENG_20041120_243700-0003
4975,Japanese,japanese,4,territorial,waters,water,6,32,newsgroup-groups.google.com_IdeaStockExchange_c6ea783ac3f043ba_ENG_20041120_243700-0004
4976,territorial,territorial,5,Japanese,waters,water,6,32,newsgroup-groups.google.com_IdeaStockExchange_c6ea783ac3f043ba_ENG_20041120_243700-0004
4977,Chinese,chinese,9,nuclear,submarine,submarine,11,32,newsgroup-groups.google.com_IdeaStockExchange_c6ea783ac3f043ba_ENG_20041120_243700-0004
4978,nuclear,nuclear,10,Chinese,submarine,submarine,11,32,newsgroup-groups.google.com_IdeaStockExchange_c6ea783ac3f043ba_ENG_20041120_243700-0004
4979,last,last,12,,week,week,13,32,newsgroup-groups.google.com_IdeaStockExchange_c6ea783ac3f043ba_ENG_20041120_243700-0004
4980,latest,latest,22,unconnected,consequences,consequence,25,32,newsgroup-groups.google.com_IdeaStockExchange_c6ea783ac3f043ba_ENG_20041120_243700-0004
4981,unconnected,unconnected,24,latest,consequences,consequence,25,32,newsgroup-groups.google.com_IdeaStockExchange_c6ea783ac3f043ba_ENG_20041120_243700-0004
4982,economic,economic,30,,growth,growth,31,32,newsgroup-groups.google.com_IdeaStockExchange_c6ea783ac3f043ba_ENG_20041120_243700-0004
4983,high,high,9,,demand,demand,10,12,newsgroup-groups.google.com_IdeaStockExchange_c6ea783ac3f043ba_ENG_20041120_243700-0005
4984,last,last,11,,year,year,12,39,newsgroup-groups.google.com_IdeaStockExchange_c6ea783ac3f043ba_ENG_20041120_243700-0006
4985,secure,secure,19,,supplies,supplies,21,39,newsgroup-groups.google.com_IdeaStockExchange_c6ea783ac3f043ba_ENG_20041120_243700-0006
4986,technical,technical,10,,error,error,11,22,newsgroup-groups.google.com_IdeaStockExchange_c6ea783ac3f043ba_ENG_20041120_243700-0007
4987,Chinese,chinese,15,,government,government,16,22,newsgroup-groups.google.com_IdeaStockExchange_c6ea783ac3f043ba_ENG_20041120_243700-0007
4988,international,international,44,,energy,energy,45,47,newsgroup-groups.google.com_IdeaStockExchange_c6ea783ac3f043ba_ENG_20041120_243700-0008
4989,joint,joint,9,,programme,programme,15,37,newsgroup-groups.google.com_IdeaStockExchange_c6ea783ac3f043ba_ENG_20041120_243700-0009
4990,little,little,8,,attention,attention,9,13,newsgroup-groups.google.com_IdeaStockExchange_c6ea783ac3f043ba_ENG_20041120_243700-0010
4991,concerned,concerned,10,,,,,26,newsgroup-groups.google.com_IdeaStockExchange_c6ea783ac3f043ba_ENG_20041120_243700-0011
4992,sensitive,sensitive,15,,issues,issue,16,26,newsgroup-groups.google.com_IdeaStockExchange_c6ea783ac3f043ba_ENG_20041120_243700-0011
4993,African,african,9,,country,country,10,25,newsgroup-groups.google.com_IdeaStockExchange_c6ea783ac3f043ba_ENG_20041120_243700-0013
4994,nuclear,nuclear,16,,off,off,19,32,newsgroup-groups.google.com_IdeaStockExchange_c6ea783ac3f043ba_ENG_20041120_243700-0014
4995,biggest,biggest,8,,firm,firm,11,38,newsgroup-groups.google.com_IdeaStockExchange_c6ea783ac3f043ba_ENG_20041120_243700-0015
4996,natural,natural,22,,gas,gas,23,38,newsgroup-groups.google.com_IdeaStockExchange_c6ea783ac3f043ba_ENG_20041120_243700-0015
4997,own,own,4,,reserves,reserve,5,18,newsgroup-groups.google.com_IdeaStockExchange_c6ea783ac3f043ba_ENG_20041120_243700-0016
4998,natural,natural,9,,gas,gas,10,18,newsgroup-groups.google.com_IdeaStockExchange_c6ea783ac3f043ba_ENG_20041120_243700-0016
4999,net,net,15,,exporter,exporter,17,18,newsgroup-groups.google.com_IdeaStockExchange_c6ea783ac3f043ba_ENG_20041120_243700-0016
5000,last,last,18,,decades,decade,20,28,newsgroup-groups.google.com_IdeaStockExchange_c6ea783ac3f043ba_ENG_20041120_243700-0017
5001,largest,largest,11,,consumer,consumer,12,19,newsgroup-groups.google.com_IdeaStockExchange_c6ea783ac3f043ba_ENG_20041120_243700-0018
5002,huge,huge,8,,rise,rise,9,40,newsgroup-groups.google.com_IdeaStockExchange_c6ea783ac3f043ba_ENG_20041120_243700-0019
5003,big,big,10,,cities,city,11,12,newsgroup-groups.google.com_IdeaStockExchange_c6ea783ac3f043ba_ENG_20041120_243700-0020
5004,joint,joint,14,,one,one,15,16,newsgroup-groups.google.com_IdeaStockExchange_c6ea783ac3f043ba_ENG_20041120_243700-0022
5005,set,set,5,,,,,13,newsgroup-groups.google.com_IdeaStockExchange_c6ea783ac3f043ba_ENG_20041120_243700-0023
5006,furious,furious,3,,,,,28,newsgroup-groups.google.com_IdeaStockExchange_c6ea783ac3f043ba_ENG_20041120_243700-0024
5007,overland,overland,4,,route,route,5,21,newsgroup-groups.google.com_IdeaStockExchange_c6ea783ac3f043ba_ENG_20041120_243700-0026
5008,own,own,8,,territory,territory,9,21,newsgroup-groups.google.com_IdeaStockExchange_c6ea783ac3f043ba_ENG_20041120_243700-0026
5009,ultimate,ultimate,15,,control,control,16,21,newsgroup-groups.google.com_IdeaStockExchange_c6ea783ac3f043ba_ENG_20041120_243700-0026
5010,safe,safe,15,,,,,22,newsgroup-groups.google.com_IdeaStockExchange_c6ea783ac3f043ba_ENG_20041120_243700-0027
5011,own,own,20,,interests,interest,21,22,newsgroup-groups.google.com_IdeaStockExchange_c6ea783ac3f043ba_ENG_20041120_243700-0027
5012,executive,executive,5,,director,director,6,28,newsgroup-groups.google.com_IdeaStockExchange_c6ea783ac3f043ba_ENG_20041120_243700-0028
5013,worth,worth,25,,,,,28,newsgroup-groups.google.com_IdeaStockExchange_c6ea783ac3f043ba_ENG_20041120_243700-0028
5014,difficult,difficult,6,political,issue,issue,8,20,newsgroup-groups.google.com_IdeaStockExchange_c6ea783ac3f043ba_ENG_20041120_243700-0030
5015,political,political,7,difficult,issue,issue,8,20,newsgroup-groups.google.com_IdeaStockExchange_c6ea783ac3f043ba_ENG_20041120_243700-0030
5016,worthwhile,worthwhile,18,,,,,20,newsgroup-groups.google.com_IdeaStockExchange_c6ea783ac3f043ba_ENG_20041120_243700-0030
5017,political,political,11,,analysts,analyst,12,49,newsgroup-groups.google.com_IdeaStockExchange_c6ea783ac3f043ba_ENG_20041120_243700-0031
5018,likely,likely,16,,,,,48,newsgroup-groups.google.com_IdeaStockExchange_c6ea783ac3f043ba_ENG_20041120_243700-0032
5019,lead,lead,43,,analyst,analyst,45,48,newsgroup-groups.google.com_IdeaStockExchange_c6ea783ac3f043ba_ENG_20041120_243700-0032
5020,early,early,8,,1990s,1990,9,33,newsgroup-groups.google.com_IdeaStockExchange_c6ea783ac3f043ba_ENG_20041120_243700-0033
5021,overseas,overseas,21,,assets,asset,22,33,newsgroup-groups.google.com_IdeaStockExchange_c6ea783ac3f043ba_ENG_20041120_243700-0033
5022,wider,wider,3,,aggression,aggression,4,22,newsgroup-groups.google.com_IdeaStockExchange_c6ea783ac3f043ba_ENG_20041120_243700-0034
5023,greatest,greatest,12,,threat,threat,13,22,newsgroup-groups.google.com_IdeaStockExchange_c6ea783ac3f043ba_ENG_20041120_243700-0034
5024,international,international,16,,standing,standing,17,22,newsgroup-groups.google.com_IdeaStockExchange_c6ea783ac3f043ba_ENG_20041120_243700-0034
5025,next,next,20,,decade,decade,21,22,newsgroup-groups.google.com_IdeaStockExchange_c6ea783ac3f043ba_ENG_20041120_243700-0034
5026,primary,primary,5,,example,example,6,11,newsgroup-groups.google.com_IdeaStockExchange_c6ea783ac3f043ba_ENG_20041120_243700-0035
5027,first,first,5,,time,time,6,40,newsgroup-groups.google.com_IdeaStockExchange_c6ea783ac3f043ba_ENG_20041120_243700-0036
5028,recent,recent,8,,years,year,9,40,newsgroup-groups.google.com_IdeaStockExchange_c6ea783ac3f043ba_ENG_20041120_243700-0036
5029,helpful,helpful,4,,technique,technique,6,6,newsgroup-groups.google.com_Meditation20052_06390a5f75b2e1f2_ENG_20050316_091700-0002
5030,other,other,11,,visualizations,visualization,12,34,newsgroup-groups.google.com_Meditation20052_06390a5f75b2e1f2_ENG_20050316_091700-0004
5031,formal,formal,31,,method,method,32,34,newsgroup-groups.google.com_Meditation20052_06390a5f75b2e1f2_ENG_20050316_091700-0004
5032,useful,useful,5,more,tools,tool,6,14,newsgroup-groups.google.com_Meditation20052_06390a5f75b2e1f2_ENG_20050316_091700-0005
5033,more,more,11,useful,tools,tool,6,14,newsgroup-groups.google.com_Meditation20052_06390a5f75b2e1f2_ENG_20050316_091700-0005
5034,good,good,4,,,,,28,newsgroup-groups.google.com_Meditation20052_06390a5f75b2e1f2_ENG_20050316_091700-0007
5035,formal,formal,9,,practice,practice,12,28,newsgroup-groups.google.com_Meditation20052_06390a5f75b2e1f2_ENG_20050316_091700-0007
5036,intense,intense,10,,meditation,meditation,11,28,newsgroup-groups.google.com_Meditation20052_06390a5f75b2e1f2_ENG_20050316_091700-0007
5037,comfortable,comfortable,3,,place,place,4,14,newsgroup-groups.google.com_Meditation20052_06390a5f75b2e1f2_ENG_20050316_091700-0008
5038,other,other,9,,top,top,6,31,newsgroup-groups.google.com_Meditation20052_06390a5f75b2e1f2_ENG_20050316_091700-0009
5039,straight,straight,17,,,,,31,newsgroup-groups.google.com_Meditation20052_06390a5f75b2e1f2_ENG_20050316_091700-0009
5040,calm,calm,5,,,,,12,newsgroup-groups.google.com_Meditation20052_06390a5f75b2e1f2_ENG_20050316_091700-0010
5041,relaxed,relaxed,7,,,,,12,newsgroup-groups.google.com_Meditation20052_06390a5f75b2e1f2_ENG_20050316_091700-0010
5042,Warm,warm,3,,Sun,sun,4,5,newsgroup-groups.google.com_Meditation20052_06390a5f75b2e1f2_ENG_20050316_091700-0012
5043,lighter,lighter,12,,,,,38,newsgroup-groups.google.com_Meditation20052_06390a5f75b2e1f2_ENG_20050316_091700-0014
5044,lighter,lighter,14,,,,,38,newsgroup-groups.google.com_Meditation20052_06390a5f75b2e1f2_ENG_20050316_091700-0014
5045,external,external,19,,organs,organ,23,38,newsgroup-groups.google.com_Meditation20052_06390a5f75b2e1f2_ENG_20050316_091700-0014
5046,sensory,sensory,22,,motor,motor,20,38,newsgroup-groups.google.com_Meditation20052_06390a5f75b2e1f2_ENG_20050316_091700-0014
5047,special,special,35,inner,quietness,quietness,37,38,newsgroup-groups.google.com_Meditation20052_06390a5f75b2e1f2_ENG_20050316_091700-0014
5048,inner,inner,36,special,quietness,quietness,37,38,newsgroup-groups.google.com_Meditation20052_06390a5f75b2e1f2_ENG_20050316_091700-0014
5049,warm,warm,6,tropical,beach,beach,9,18,newsgroup-groups.google.com_Meditation20052_06390a5f75b2e1f2_ENG_20050316_091700-0016
5050,tropical,tropical,8,warm,beach,beach,9,18,newsgroup-groups.google.com_Meditation20052_06390a5f75b2e1f2_ENG_20050316_091700-0016
5051,vivid,vivid,3,beautiful,colours,colour,6,28,newsgroup-groups.google.com_Meditation20052_06390a5f75b2e1f2_ENG_20050316_091700-0017
5052,beautiful,beautiful,5,vivid,colours,colour,6,28,newsgroup-groups.google.com_Meditation20052_06390a5f75b2e1f2_ENG_20050316_091700-0017
5053,golden,golden,12,,sun,sun,13,24,newsgroup-groups.google.com_Meditation20052_06390a5f75b2e1f2_ENG_20050316_091700-0019
5054,warmer,warmer,21,,,,,24,newsgroup-groups.google.com_Meditation20052_06390a5f75b2e1f2_ENG_20050316_091700-0019
5055,warmer,warmer,23,,,,,24,newsgroup-groups.google.com_Meditation20052_06390a5f75b2e1f2_ENG_20050316_091700-0019
5056,golden,golden,2,,rays,ray,3,8,newsgroup-groups.google.com_Meditation20052_06390a5f75b2e1f2_ENG_20050316_091700-0021
5057,soft,soft,5,,,,,8,newsgroup-groups.google.com_Meditation20052_06390a5f75b2e1f2_ENG_20050316_091700-0021
5058,soothing,soothing,7,,,,,8,newsgroup-groups.google.com_Meditation20052_06390a5f75b2e1f2_ENG_20050316_091700-0021
5059,vast,vast,6,,,,,7,newsgroup-groups.google.com_Meditation20052_06390a5f75b2e1f2_ENG_20050316_091700-0023
5060,greater,greater,9,universal,Mind,mind,11,15,newsgroup-groups.google.com_Meditation20052_06390a5f75b2e1f2_ENG_20050316_091700-0025
5061,universal,universal,10,greater,Mind,mind,11,15,newsgroup-groups.google.com_Meditation20052_06390a5f75b2e1f2_ENG_20050316_091700-0025
5062,intense,intense,6,,desire,desire,7,18,newsgroup-groups.google.com_Meditation20052_06390a5f75b2e1f2_ENG_20050316_091700-0026
5063,universal,universal,16,,Consciousness,consciousness,17,18,newsgroup-groups.google.com_Meditation20052_06390a5f75b2e1f2_ENG_20050316_091700-0026
5064,loose,loose,4,,,,,7,newsgroup-groups.google.com_Meditation20052_06390a5f75b2e1f2_ENG_20050316_091700-0031
5065,limp,limp,6,,,,,7,newsgroup-groups.google.com_Meditation20052_06390a5f75b2e1f2_ENG_20050316_091700-0031
5066,earthly,earthly,11,,connection,connection,12,14,newsgroup-groups.google.com_Meditation20052_06390a5f75b2e1f2_ENG_20050316_091700-0032
5067,relaxed,relaxed,13,,,,,17,newsgroup-groups.google.com_Meditation20052_06390a5f75b2e1f2_ENG_20050316_091700-0035
5068,deep,deep,11,,space,space,12,24,newsgroup-groups.google.com_Meditation20052_06390a5f75b2e1f2_ENG_20050316_091700-0037
5069,universal,universal,22,,Mind,mind,23,24,newsgroup-groups.google.com_Meditation20052_06390a5f75b2e1f2_ENG_20050316_091700-0037
5070,close,close,11,,reminder,reminder,12,21,newsgroup-groups.google.com_Meditation20052_06390a5f75b2e1f2_ENG_20050316_091700-0038
5071,infinite,infinite,19,,space,space,20,21,newsgroup-groups.google.com_Meditation20052_06390a5f75b2e1f2_ENG_20050316_091700-0038
5072,golden,golden,10,,light,light,11,23,newsgroup-groups.google.com_Meditation20052_06390a5f75b2e1f2_ENG_20050316_091700-0039
5073,warm,warm,2,gentle,breeze,breeze,5,15,newsgroup-groups.google.com_Meditation20052_06390a5f75b2e1f2_ENG_20050316_091700-0040
5074,gentle,gentle,4,warm,breeze,breeze,5,15,newsgroup-groups.google.com_Meditation20052_06390a5f75b2e1f2_ENG_20050316_091700-0040
5075,little,little,16,,,,,20,newsgroup-groups.google.com_Meditation20052_06390a5f75b2e1f2_ENG_20050316_091700-0042
5076,peaceful,peaceful,17,,place,place,18,23,newsgroup-groups.google.com_Meditation20052_06390a5f75b2e1f2_ENG_20050316_091700-0046
5077,complete,complete,8,,peace,peace,9,17,newsgroup-groups.google.com_Meditation20052_06390a5f75b2e1f2_ENG_20050316_091700-0047
5078,infinite,infinite,4,,happiness,happiness,5,12,newsgroup-groups.google.com_Meditation20052_06390a5f75b2e1f2_ENG_20050316_091700-0048
5079,infinite,infinite,8,,peace,peace,9,12,newsgroup-groups.google.com_Meditation20052_06390a5f75b2e1f2_ENG_20050316_091700-0049
5080,Infinite,infinite,5,,happiness,happiness,6,10,newsgroup-groups.google.com_Meditation20052_06390a5f75b2e1f2_ENG_20050316_091700-0051
5081,wordy,wordy,11,,meaning,meaning,12,34,newsgroup-groups.google.com_Meditation20052_06390a5f75b2e1f2_ENG_20050316_091700-0052
5082,English,english,26,,meaning,meaning,27,34,newsgroup-groups.google.com_Meditation20052_06390a5f75b2e1f2_ENG_20050316_091700-0052
5083,Infinite,infinite,29,,peace,peace,30,34,newsgroup-groups.google.com_Meditation20052_06390a5f75b2e1f2_ENG_20050316_091700-0052
5084,important,important,3,,,,,14,newsgroup-groups.google.com_Meditation20052_06390a5f75b2e1f2_ENG_20050316_091700-0055
5085,intellectual,intellectual,12,,analysis,analysis,13,14,newsgroup-groups.google.com_Meditation20052_06390a5f75b2e1f2_ENG_20050316_091700-0055
5086,synthetic,synthetic,14,,process,process,15,16,newsgroup-groups.google.com_Meditation20052_06390a5f75b2e1f2_ENG_20050316_091700-0056
5087,wordy,wordy,9,,meanings,meaning,10,19,newsgroup-groups.google.com_Meditation20052_06390a5f75b2e1f2_ENG_20050316_091700-0057
5088,intellectual,intellectual,13,,mechanism,mechanism,14,19,newsgroup-groups.google.com_Meditation20052_06390a5f75b2e1f2_ENG_20050316_091700-0057
5089,analytical,analytical,17,,process,process,18,19,newsgroup-groups.google.com_Meditation20052_06390a5f75b2e1f2_ENG_20050316_091700-0057
5090,infinite,infinite,6,,peace,peace,7,32,newsgroup-groups.google.com_Meditation20052_06390a5f75b2e1f2_ENG_20050316_091700-0058
5091,own,own,15,,sense,sense,16,32,newsgroup-groups.google.com_Meditation20052_06390a5f75b2e1f2_ENG_20050316_091700-0058
5092,direct,direct,21,,contact,contact,22,32,newsgroup-groups.google.com_Meditation20052_06390a5f75b2e1f2_ENG_20050316_091700-0058
5093,endless,endless,25,,peace,peace,26,32,newsgroup-groups.google.com_Meditation20052_06390a5f75b2e1f2_ENG_20050316_091700-0058
5094,Infinite,infinite,16,,Consciousness,consciousness,17,23,newsgroup-groups.google.com_Meditation20052_06390a5f75b2e1f2_ENG_20050316_091700-0059
5095,basic,basic,5,,,,,7,newsgroup-groups.google.com_Meditation20052_06390a5f75b2e1f2_ENG_20050316_091700-0061
5096,important,important,2,,point,point,3,20,newsgroup-groups.google.com_Meditation20052_06390a5f75b2e1f2_ENG_20050316_091700-0062
5097,psycho-spiritual,psycho-spiritual,8,,connection,connection,9,20,newsgroup-groups.google.com_Meditation20052_06390a5f75b2e1f2_ENG_20050316_091700-0062
