,n_word,n_id,n_type,det,num,clf,adj,nmod,sen_len,sen_id
15400,航空,2,nmod,,,[],[],[],26,train-s1267
15401,法规,3,nmod,,,[],[],[],26,train-s1267
15402,要求,4,obl,,,[],[],"['航空', '法规']",26,train-s1267
15403,仪表,11,nmod,,,[],[],[],26,train-s1267
15404,程序,12,obj,,,[],['标准'],['仪表'],26,train-s1267
15405,当前,17,nmod,,,[],[],[],26,train-s1267
15406,版本,18,nmod,,,[],[],['当前'],26,train-s1267
15407,标准,20,nmod,,,[],[],[],26,train-s1267
15408,仪表,21,nmod,,,[],[],[],26,train-s1267
15409,离场,22,nmod,,,[],[],[],26,train-s1267
15410,程序,23,nmod,,,[],[],[],26,train-s1267
15411,文字,24,nmod,,,[],[],[],26,train-s1267
15412,描述,25,obj,,,[],[],"['当前', '的', '版本', '标准', '仪表', '离场', '程序', '文字']",26,train-s1267
15413,交响,4,compound,,,[],[],[],24,train-s1268
15414,交响,10,compound,,,[],[],[],24,train-s1268
15415,民族,19,obj,,,[],['独特'],['中国'],24,train-s1268
15416,新型,20,nmod,,,[],[],[],24,train-s1268
15417,艺术,22,nmod,,,[],[],[],24,train-s1268
15418,样式,23,root,,,[],['不同'],"['的', '新型', '艺术']",24,train-s1268
15419,板式,6,obl:patient,,,[],"['多', '不同']",[],35,train-s1269
15420,首,10,clf,,一,[],[],[],35,train-s1269
15421,曲,11,iobj,,,"['一', '首']",[],[],35,train-s1269
15422,首,17,nmod,同,一,[],[],[],35,train-s1269
15423,曲,18,nsubj,,,[],[],"['同', '一', '首']",35,train-s1269
15424,节奏,23,nmod,,很多,[],['不同'],[],35,train-s1269
15425,规格,25,obj,,,[],[],"['很多', '不同', '的', '节奏']",35,train-s1269
15426,传统,28,nmod,,,[],[],[],35,train-s1269
15427,京剧,29,obl,,,[],[],['传统'],35,train-s1269
15428,石,4,nsubj,,一,[],[],[],19,train-s1270
15429,层,7,clf,,千,[],[],[],19,train-s1270
15430,浪,8,obj,,,"['千', '层']",[],[],19,train-s1270
15431,此举,12,nsubj,,,[],[],"['教育', '部']",19,train-s1270
15432,全国,14,obj,,,[],[],[],19,train-s1270
15433,片,17,clf,,一,[],[],[],19,train-s1270
15434,争议,18,obj,,,"['一', '片']",[],[],19,train-s1270
15435,核,1,nmod,,,[],[],[],43,train-s1271
15436,反应,2,nsubj,,,[],[],['核'],43,train-s1271
15437,微观,7,nmod,,,[],[],[],43,train-s1271
15438,粒子,8,nsubj,某种,,[],[],['微观'],43,train-s1271
15439,原子,10,compound,,,[],[],[],43,train-s1271
15440,核,20,nmod,,,[],[],[],43,train-s1271
15441,结构,22,nsubj,,,[],[],"['的', '核']",43,train-s1271
15442,变化,24,obj,,,[],[],[],43,train-s1271
15443,新核,27,obj,,,[],[],[],43,train-s1271
15444,个,31,nmod,,一,[],[],[],43,train-s1271
15445,个,34,conj,,几,[],[],[],43,train-s1271
15446,粒子,35,obj,,,[],[],"['一', '个', '个']",43,train-s1271
15447,过程,37,root,,,[],[],[],43,train-s1271
15448,重核,39,nsubj,,,[],[],[],43,train-s1271
15449,裂变,42,obj,,,[],[],[],43,train-s1271
15450,核孔,1,nsubj,,,[],[],[],11,train-s1272
15451,次,10,obj,,一千,[],[],[],11,train-s1272
15452,原核,5,nmod,,,[],[],[],40,train-s1273
15453,细胞,6,nsubj,,,[],[],['原核'],40,train-s1273
15454,种,9,nmod,,一,[],[],[],40,train-s1273
15455,核糖,10,compound,,,[],[],[],40,train-s1273
15456,真核,14,nmod,,,[],[],[],40,train-s1273
15457,细胞,15,nsubj,,,[],[],['真核'],40,train-s1273
15458,种,18,nmod,,两,[],[],[],40,train-s1273
15459,核糖,19,compound,,,[],[],[],40,train-s1273
15460,其中,22,nmod,,,[],[],[],40,train-s1273
15461,线粒,23,compound,,,[],[],[],40,train-s1273
15462,叶绿,26,compound,,,[],[],[],40,train-s1273
15463,核糖,30,compound,,,[],[],[],40,train-s1273
15464,细胞,33,compound,,,[],[],[],40,train-s1273
15465,核糖,35,compound,,,[],[],[],40,train-s1273
15466,类型,4,nmod,,,[],['不同'],[],39,train-s1274
15467,核糖,6,compound,,,[],[],[],39,train-s1274
15468,研究,9,nmod,,,[],[],[],39,train-s1274
15469,方面,10,obl,,,[],[],['研究'],39,train-s1274
15470,等,15,acl,,,[],[],[],39,train-s1274
15471,人,16,appos,,,[],[],[],39,train-s1274
15472,贡献,20,obj,,,[],['较大'],[],39,train-s1274
15473,年,23,nmod:tmod,,1967,[],[],[],39,train-s1274
15474,等,26,acl,,,[],[],[],39,train-s1274
15475,人,27,appos,,,[],[],[],39,train-s1274
15476,大鼠,29,nmod,,,[],[],[],39,train-s1274
15477,肝脏,30,nmod,,,[],[],[],39,train-s1274
15478,细胞,31,nmod,,,[],[],"['大鼠', '肝脏']",39,train-s1274
15479,线粒,33,compound,,,[],[],[],39,train-s1274
15480,核糖,37,compound,,,[],[],[],39,train-s1274
15481,亚基,2,nsubj,,,[],[],[],13,train-s1275
15482,核糖,4,compound,,,[],[],[],13,train-s1275
15483,翻译,6,nmod,,,[],[],[],13,train-s1275
15484,过程,7,obl,,,[],[],"['核糖', '体', '翻译']",13,train-s1275
15485,信息,10,nmod,,,[],[],[],13,train-s1275
15486,识别,12,obj,,,[],[],"['的', '信息']",13,train-s1275
15487,目前,1,nmod:tmod,,,[],[],[],16,train-s1276
15488,人类,2,nsubj,,,[],[],[],16,train-s1276
15489,核,9,nmod,,,[],[],[],16,train-s1276
15490,聚变,10,nsubj,,,[],[],['核'],16,train-s1276
15491,氢弹,13,nmod,,,[],[],[],16,train-s1276
15492,爆炸,15,obj,,,[],[],"['的', '氢弹']",16,train-s1276
15493,个,2,nmod,,,[],[],[],52,train-s1277
15494,例子,3,obj,,,[],[],['个'],52,train-s1277
15495,个,6,clf,,两,[],[],[],52,train-s1277
15496,质量,7,nsubj,,,[],[],[],52,train-s1277
15497,原子,10,nsubj,,,"['两', '个']",['小'],[],52,train-s1277
15498,氘,14,obj,,,[],[],[],52,train-s1277
15499,氚,16,conj,,,[],[],[],52,train-s1277
15500,条件,20,nsubj,,,[],['一定'],[],52,train-s1277
15501,高温,25,obj,,,[],[],[],52,train-s1277
15502,高压,27,conj,,,[],[],[],52,train-s1277
15503,原子,32,compound,,,[],[],[],52,train-s1277
15504,中子,39,obj,,4,[],[],[],52,train-s1277
15505,氦,41,nmod,,,[],[],[],52,train-s1277
15506,能量,50,nmod,,,[],[],[],52,train-s1277
15507,释放,51,obj,,,[],['巨大'],['能量'],52,train-s1277
15508,运输,6,nmod,,,[],[],[],26,train-s1278
15509,需求,7,obj,,,[],['大量'],['运输'],26,train-s1278
15510,车站,9,nsubj,,,[],[],[],26,train-s1278
15511,内,10,acl,,,[],[],[],26,train-s1278
15512,条,14,obj,,34,[],[],[],26,train-s1278
15513,辆,22,clf,,375,[],[],[],26,train-s1278
15514,货运,24,nmod,,,[],[],[],26,train-s1278
15515,车辆,25,obj,各式,,"['375', '辆']",[],['货运'],26,train-s1278
15516,年,3,obl,,1965,[],[],[],59,train-s1279
15517,文学,9,nmod,,,[],[],[],59,train-s1279
15518,翻译,10,obj,,,[],['专业'],['文学'],59,train-s1279
15519,职业,13,nmod,,,[],[],[],59,train-s1279
15520,作家,14,conj,,,[],['自由'],['职业'],59,train-s1279
15521,部,20,clf,,多,[],[],[],59,train-s1279
15522,剧本,21,obj,,,"['多', '部']",[],[],59,train-s1279
15523,短篇,23,nmod,,,[],[],[],59,train-s1279
15524,小说,24,conj,,,[],[],['短篇'],59,train-s1279
15525,文学,32,nmod,,,[],[],[],59,train-s1279
15526,作品,33,obj,,,[],['大量'],"['美', '英', '文学']",59,train-s1279
15527,年,38,obl,,1983,[],[],[],59,train-s1279
15528,文学,45,compound,,,[],[],[],59,train-s1279
15529,年,49,nmod:tmod,,1989,[],[],[],59,train-s1279
15530,文学,53,nmod,,,[],[],[],59,train-s1279
15531,作品,54,obj,,,[],[],"['英国', '文学']",59,train-s1279
15532,岁,2,nmod,,15,[],[],[],24,train-s1280
15533,时候,4,nmod:tmod,,,[],[],"['15', '的', '岁']",24,train-s1280
15534,条,10,clf,,一,[],[],[],24,train-s1280
15535,船,11,obj,,,"['一', '条']",[],[],24,train-s1280
15536,船上,13,nsubj,,,[],[],[],24,train-s1280
15537,燃料,19,obj,,,[],[],[],24,train-s1280
15538,喷气,21,nmod,,,[],[],[],24,train-s1280
15539,贵宾,2,nsubj,每位,,[],[],[],9,train-s1281
15540,座椅,8,obj,,,[],['舒适'],[],9,train-s1281
15541,月,2,clf,,5,[],[],[],23,train-s1282
15542,日,4,nmod:tmod,,21,"['5', '月']",[],[],23,train-s1282
15543,个,8,clf,,25,[],[],[],23,train-s1282
15544,进球,10,obl,,,"['25', '个']",[],[],23,train-s1282
15545,金靴,15,compound,,,[],[],[],23,train-s1282
15546,记载,4,nmod,,,[],[],"['的', '塔西佗']",21,train-s1283
15547,战役,8,nsubj,,,[],[],"['格劳庇乌', '山']",21,train-s1283
15548,场,11,clf,,一,[],[],[],21,train-s1283
15549,公元,14,nmod,,,[],[],[],21,train-s1283
15550,年,18,obl,,83,[],[],['公元'],21,train-s1283
15551,战役,20,root,,,"['一', '场']",[],"['根据', '塔西佗', '记载']",21,train-s1283
15552,群,2,clf,这,,[],[],[],10,train-s1284
15553,蛮族,3,nmod,,,[],[],[],10,train-s1284
15554,部落,4,nsubj,,,"['这', '群']",[],['蛮族'],10,train-s1284
15555,最后,6,nmod:tmod,,,[],[],[],10,train-s1284
15556,年,2,nmod:tmod,,1935,[],[],[],32,train-s1285
15557,荣誉,6,nmod,,,[],[],[],32,train-s1285
15558,队长,9,obj,,,[],[],"['荣誉', 'SS', '区']",32,train-s1285
15559,军阶,11,nsubj,,,[],[],[],32,train-s1285
15560,准将,14,obj,,,[],[],[],32,train-s1285
15561,大校,16,conj,,,[],[],[],32,train-s1285
15562,工作,25,nmod,,,[],[],[],32,train-s1285
15563,人员,26,obj,,,[],[],"['·', '赫斯', '的', '鲁道夫', '工作']",32,train-s1285
15564,党卫,28,compound,,,[],[],[],32,train-s1285
15565,成员,31,conj,,,[],[],"['党卫', '的', '军']",32,train-s1285
15566,年,3,obl,,2000,[],[],[],19,train-s1286
15567,市内,6,nmod,,,[],[],[],19,train-s1286
15568,中学,8,advmod,,,[],['高等'],"['哥利兹', '市内']",19,train-s1286
15569,学生,11,nsubj,,,[],[],[],19,train-s1286
15570,当地,14,obj,,,[],[],[],19,train-s1286
15571,训练,18,obj,,,[],[],"['飞行', '员']",19,train-s1286
15572,面积,2,nsubj,,,[],[],[],34,train-s1287
15573,平方公里,4,root,,12.90,[],[],[],34,train-s1287
15574,人口,7,nsubj,,,[],[],[],34,train-s1287
15575,人,9,parataxis,,875,[],[],[],34,train-s1287
15576,其中,11,advmod,,,[],[],[],34,train-s1287
15577,男性,12,nsubj,,,[],[],[],34,train-s1287
15578,人,14,advcl,,420,[],[],[],34,train-s1287
15579,女性,16,nsubj,,,[],[],[],34,train-s1287
15580,人,18,parataxis,,455,[],[],[],34,train-s1287
15581,年,21,clf,,2011,[],[],[],34,train-s1287
15582,月,23,clf,,12,[],[],[],34,train-s1287
15583,日,25,parataxis,,31,"['2011', '年', '12', '月']",[],[],34,train-s1287
15584,人口,28,nmod,,,[],[],[],34,train-s1287
15585,密度,29,nsubj,,,[],[],['人口'],34,train-s1287
15586,人,31,parataxis,,68,[],[],[],34,train-s1287
15587,平方公里,33,acl,,,[],[],[],34,train-s1287
15588,木材,2,compound,,,[],[],[],13,train-s1288
15589,个,7,clf,,第一,[],[],[],13,train-s1288
15590,矿场,8,nsubj,,,"['第一', '个']",[],['格林布希'],13,train-s1288
15591,不久,11,obl,,,[],[],[],13,train-s1288
15592,年,4,clf,,2000,[],[],[],12,train-s1289
15593,人口,5,nmod,,,[],[],[],12,train-s1289
15594,普查,6,obl,,,"['2000', '年']",[],"['美国', '人口']",12,train-s1289
15595,人口,10,obl,,"11,518",[],[],[],12,train-s1289
15596,南,8,nmod,,,[],[],[],19,train-s1290
15597,西北,11,compound,,,[],[],[],19,train-s1290
15598,县治,18,root,,,[],[],"['格林维尔', '的', '县']",19,train-s1290
15599,年,2,clf,,2009,[],[],[],23,train-s1291
15600,月,4,nmod:tmod,,6,"['2009', '年']",[],[],23,train-s1291
15601,膝盖,8,nmod,,,[],[],[],23,train-s1291
15602,手术,9,obj,,,[],[],['膝盖'],23,train-s1291
15603,星期,13,nmod,,8,[],[],[],23,train-s1291
15604,时间,14,obj,,,[],[],"['8', '星期']",23,train-s1291
15605,季前,20,nmod,,,[],[],[],23,train-s1291
15606,热身,21,compound,,,[],[],[],23,train-s1291
15607,自治,2,nmod,,,[],[],[],16,train-s1292
15608,议会,3,nsubj,,,[],[],"['格陵兰', '自治']",16,train-s1292
15609,普选,5,obl,,,[],[],[],16,train-s1292
15610,任期,8,nsubj,,,[],[],[],16,train-s1292
15611,年,10,parataxis,,4,[],[],[],16,train-s1292
15612,个,14,clf,,31,[],[],[],16,train-s1292
15613,议席,15,obj,,,"['31', '个']",[],[],16,train-s1292
15614,年,2,nmod:tmod,,1987,[],[],[],14,train-s1293
15615,杂志,6,obl,,,[],[],[],14,train-s1293
15616,杂志,12,nmod,,,[],[],[],14,train-s1293
15617,裸照,13,obj,,,[],[],['杂志'],14,train-s1293
15618,年,2,clf,,1921,[],[],[],29,train-s1294
15619,月,6,nmod:tmod,,2,"['1921', '年']",[],[],29,train-s1294
15620,政权,11,nsubj,,,[],[],"['乔治亚', '苏维埃']",29,train-s1294
15621,年,17,obl,,1936,[],[],[],29,train-s1294
15622,社会,25,nmod,,,[],[],[],29,train-s1294
15623,主义,26,nmod,,,[],[],[],29,train-s1294
15624,共和,27,compound,,,[],[],[],29,train-s1294
15625,战,3,nsubj,,,[],[],"['之', '桂陵']",20,train-s1295
15626,时期,7,nmod,,,[],[],[],20,train-s1295
15627,战役,19,obl,,,[],[],"['战国', '时期']",20,train-s1295
15628,桃,1,nsubj,,,[],[],[],50,train-s1296
15629,文化,4,obl,,,[],[],['亚洲'],50,train-s1296
15630,地位,9,obj,,,[],['很大'],[],50,train-s1296
15631,古代,12,nmod,,,[],[],[],50,train-s1296
15632,传说,13,nsubj,,,[],[],"['中国', '古代']",50,train-s1296
15633,桃,16,nsubj,,,[],[],[],50,train-s1296
15634,种,19,clf,,一,[],[],[],50,train-s1296
15635,水果,23,ccomp,,,"['一', '种']",[],[],50,train-s1296
15636,神仙,25,nsubj,,,[],[],[],50,train-s1296
15637,桃,28,obj,,,[],[],[],50,train-s1296
15638,桃园,39,nsubj,,,[],[],[],50,train-s1296
15639,桃子,43,parataxis,,,[],[],[],50,train-s1296
15640,人,44,nsubj,,,[],[],[],50,train-s1296
15641,新村,2,compound,,,[],[],[],32,train-s1297
15642,新村,7,compound,,,[],[],[],32,train-s1297
15643,新村,19,obj,,,[],[],"['上海', '普陀', '区', '桃浦', '镇', '武威', '路', '桃浦']",32,train-s1297
15644,轨道,23,nmod,,,[],[],[],32,train-s1297
15645,交通,24,nmod,,,[],[],[],32,train-s1297
15646,号,26,compound,,十一,[],[],[],32,train-s1297
15647,期,29,nmod,,一,[],[],"['上海', '轨道', '交通', '号', '线']",32,train-s1297
15648,车站,31,root,,,[],[],"['上海', '轨道', '交通', '线', '一', '的', '期']",32,train-s1297
15649,桑德威斯狸藻,1,nsubj,,,[],[],[],18,train-s1299
15650,学名,3,appos,,,[],[],[],18,train-s1299
15651,狸藻,9,compound,,,[],[],[],18,train-s1299
15652,年,13,compound,,多,[],[],[],18,train-s1299
15653,小型,15,nmod,,,[],[],[],18,train-s1299
15654,食虫,16,nmod,,,[],[],[],18,train-s1299
15655,植物,17,obj,,,[],[],"['小型', '食虫']",18,train-s1299
15656,君主,4,nmod,,,[],[],[],37,train-s1300
15657,立宪,5,nmod,,,[],[],[],37,train-s1300
15658,体制,6,nsubj,,,[],[],"['君主', '立宪']",37,train-s1300
15659,年,9,clf,,1893,[],[],[],37,train-s1300
15660,月,11,obl,,1,"['1893', '年']",[],[],37,train-s1300
15661,王国,17,obl,,,[],[],['夏威夷'],37,train-s1300
15662,外交,19,nmod,,,[],[],[],37,train-s1300
15663,关系,20,obj,,,[],[],['外交'],37,train-s1300
15664,国家,22,nsubj,,,[],[],[],37,train-s1300
15665,王国,25,nsubj,,,[],[],[],37,train-s1300
15666,小时,28,obl,,48,[],[],[],37,train-s1300
15667,政府,33,nsubj,,,[],['临时'],[],37,train-s1300
15668,合法,35,nmod,,,[],[],[],37,train-s1300
15669,政府,36,ccomp,,,[],[],['合法'],37,train-s1300
15670,桑葚,1,compound,,,[],[],[],40,train-s1301
15671,桑葚,12,nmod,,,[],[],[],40,train-s1301
15672,意思,14,advcl,,,[],[],"['的', '桑葚']",40,train-s1301
15673,胚胎,19,nmod,,,[],[],[],40,train-s1301
15674,早期,21,nmod,,,[],[],[],40,train-s1301
15675,发育,22,obj,,,[],[],"['的', '胚胎', '早期']",40,train-s1301
15676,囊胚,25,compound,,,[],[],[],40,train-s1301
15677,外围,27,nmod,,,[],[],"['囊胚', '腔']",40,train-s1301
15678,细胞,29,obj,,,[],[],"['腔', '的', '外围']",40,train-s1301
15679,细胞,32,nmod,,,[],[],[],40,train-s1301
15680,外层,33,obj,,,[],[],['细胞'],40,train-s1301
15681,环带,35,nsubj,,,[],[],[],40,train-s1301
15682,月,2,clf,,12,[],[],[],33,train-s1302
15683,日,4,clf,,2,[],[],[],33,train-s1302
15684,夜,5,nmod:tmod,,,"['12', '月', '2', '日']",[],[],33,train-s1302
15685,安排,11,obl,,,[],['精心'],"['梁', '启超']",33,train-s1302
15686,姓名,22,obj,,,[],[],[],33,train-s1302
15687,次日,24,nmod,,,[],[],[],33,train-s1302
15688,早,25,nmod:tmod,,,[],[],['次日'],33,train-s1302
15689,月,2,clf,,8,[],[],[],33,train-s1303
15690,日,4,nmod:tmod,,10,"['8', '月']",[],[],33,train-s1303
15691,法律,9,nmod,,,[],[],[],33,train-s1303
15692,顾问,10,nsubj,,,[],[],"['世凯', '的', '袁', '法律']",33,train-s1303
15693,专家,12,appos,,,[],[],['美国'],33,train-s1303
15694,教授,19,appos,,,[],[],"['Frank', '古德诺']",33,train-s1303
15695,共和,22,compound,,,[],[],[],33,train-s1303
15696,君主,24,conj,,,[],[],[],33,train-s1303
15697,君主,31,nmod,,,[],[],[],33,train-s1303
15698,立宪,32,obj,,,[],[],['君主'],33,train-s1303
15699,守孝,7,obj,,,[],[],[],16,train-s1304
15700,退隐,8,conj,,,[],[],[],16,train-s1304
15701,政治,11,obj,,,[],[],[],16,train-s1304
15702,月,11,clf,,6,[],[],[],16,train-s1305
15703,日,13,obl,,4,"['6', '月']",[],[],16,train-s1305
15704,早上,15,nmod:tmod,,,[],[],[],27,train-s1306
15705,当晚,22,nmod:tmod,,,[],[],[],27,train-s1306
15706,平民,8,nmod,,,[],[],[],22,train-s1307
15707,平民,15,nmod,,,[],[],[],22,train-s1307
15708,生活,16,obj,,,[],[],['平民'],22,train-s1307
15709,利益,20,obj,,,[],[],[],22,train-s1307
15710,小时,3,nmod:tmod,,,[],[],[],12,train-s1308
15711,童星,6,advcl,,,[],[],[],12,train-s1308
15712,儿童,9,nmod,,,[],[],[],12,train-s1308
15713,节目,10,nmod,,,[],[],[],12,train-s1308
15714,主持,11,obj,,,[],[],"['儿童', '节目']",12,train-s1308
15715,梁龙,1,nmod,,,[],[],[],18,train-s1309
15716,个,4,clf,,几,[],[],[],18,train-s1309
15717,物种,5,nsubj,,,"['几', '个']",[],"['的', '梁龙']",18,train-s1309
15718,年,9,nmod,,1878,[],[],[],18,train-s1309
15719,年,12,conj,,1924,[],[],[],18,train-s1309
15720,期间,13,obl,,,[],[],"['1878', '年', '年']",18,train-s1309
15721,此案,5,nsubj,,,[],[],[],46,train-s1310
15722,男,7,nmod,,,[],[],[],46,train-s1310
15723,同性,8,compound,,,[],[],[],46,train-s1310
15724,爱,14,obj,,,[],[],[],46,train-s1310
15725,关系,17,conj,,,[],['亲密'],[],46,train-s1310
15726,方法,19,obj,,,[],[],[],46,train-s1310
15727,案件,24,nsubj,该,,[],[],[],46,train-s1310
15728,男,26,nmod,,,[],[],[],46,train-s1310
15729,同性,27,compound,,,[],[],[],46,train-s1310
15730,社会,32,nmod,,,[],[],[],46,train-s1310
15731,部分,34,obj,,一,[],[],['社会'],46,train-s1310
15732,地位,36,obl,,,[],[],[],46,train-s1310
15733,公民,38,nmod,,,[],[],[],46,train-s1310
15734,价值,39,conj,,,[],[],['公民'],46,train-s1310
15735,自我,41,nmod,,,[],[],[],46,train-s1310
15736,价值,42,conj,,,[],[],['自我'],46,train-s1310
15737,关系,45,obj,,,[],['密切'],[],46,train-s1310
15738,个,13,clf,,一,[],[],[],15,train-s1311
15739,城镇,14,root,,,"['一', '个']",[],"['印度', '喀拉拉邦', 'Thrissur', '的', '县']",15,train-s1311
15740,方面,3,advmod,,一,[],[],[],38,train-s1312
15741,学校,12,nmod,,,[],[],[],38,train-s1312
15742,学生,14,obj,,,[],[],"['任教', '的', '学校']",38,train-s1312
15743,学生,19,obj,,,[],[],[],38,train-s1312
15744,众人,27,nsubj,,,[],[],[],38,train-s1312
15745,婆婆,34,nsubj,,,[],[],[],38,train-s1312
15746,轿车,1,compound,,,[],[],[],10,train-s1313
15747,北,6,nmod,,,[],[],[],10,train-s1313
15748,车展,8,obl,,2009,[],[],"['北', '美']",10,train-s1313
15749,北部,4,obj,,,"['14', '公里']",[],['梭罗'],30,train-s1314
15750,公里,6,clf,,14,[],[],[],30,train-s1314
15751,国际,9,nmod,,,[],[],[],30,train-s1314
15752,机场,10,nsubj,,,[],[],"['Adisumarmo', '国际']",30,train-s1314
15753,朝觐,20,nmod,,,[],[],[],30,train-s1314
15754,季节,21,advmod,,,[],[],['朝觐'],30,train-s1314
15755,航班,27,nsubj,,,[],['定期'],[],30,train-s1314
15756,缺点,3,nsubj,,,[],[],[],23,train-s1315
15757,地震,7,nmod,,,[],[],[],23,train-s1315
15758,空气,9,nmod,,,[],[],[],23,train-s1315
15759,振动,10,conj,,,[],[],['空气'],23,train-s1315
15760,温度,12,nmod,,,[],[],[],23,train-s1315
15761,湿度,14,conj,,,[],[],[],23,train-s1315
15762,变化,15,conj,,,[],[],"['湿度', '温度']",23,train-s1315
15763,空气,17,nmod,,,[],[],[],23,train-s1315
15764,分子,18,nmod,,,[],[],[],23,train-s1315
15765,运动,20,conj,,,[],[],"['空气', '分子', '布朗']",23,train-s1315
15766,干扰,22,obj,,,[],[],"['振动', '变化', '运动', '的', '地震']",23,train-s1315
15767,投手,11,nmod,,,[],[],[],39,train-s1316
15768,空缺,13,obj,,,[],[],"['的', '投手']",39,train-s1316
15769,拳击,21,compound,,,[],[],[],39,train-s1316
15770,队员,33,obl,其他,,[],[],[],39,train-s1316
15771,前嫌,35,obj,,,[],[],[],39,train-s1316
15772,中学,2,nmod,,,[],[],[],27,train-s1317
15773,时候,4,obl,,,[],[],"['的', '中学']",27,train-s1317
15774,哥哥,16,nmod,,,[],[],[],27,train-s1317
15775,帽子,18,obj,,,[],[],"['笨', '的', '哥哥']",27,train-s1317
15776,弟弟,24,obj,,,[],[],[],27,train-s1317
15777,天赋,26,obj,,,[],[],[],27,train-s1317
15778,刺,3,nsubj,,,[],[],[],30,train-s1318
15779,四方八面,5,obl,,,[],[],[],30,train-s1318
15780,条,12,obl,,三,[],[],[],30,train-s1318
15781,组,14,parataxis,,一,[],[],[],30,train-s1318
15782,树干,17,obj,,,[],[],[],30,train-s1318
15783,上,18,acl,,,[],[],[],30,train-s1318
15784,环状,20,obl,,,[],[],[],30,train-s1318
15785,水份,27,obl:patient,,,[],[],[],30,train-s1318
15786,土壤,29,iobj,,,[],[],[],30,train-s1318
15787,棒锤树,1,compound,,,[],[],[],26,train-s1319
15788,形态,4,nsubj,,,[],[],"['棒锤树', '的', '属']",26,train-s1319
15789,种内,8,obl,,,[],[],[],26,train-s1319
15790,种,10,conj,,,[],[],[],26,train-s1319
15791,种,12,conj,,,[],[],[],26,train-s1319
15792,分别,17,obj,,,[],['很大'],[],26,train-s1319
15793,生长,24,nmod,,,[],[],[],26,train-s1319
15794,环境,25,obj,,,[],[],"['其', '生长']",26,train-s1319
15795,北,2,nmod,,,[],[],[],31,train-s1320
15796,棕熊,6,nmod,,,[],[],[],31,train-s1320
15797,分布,8,nsubj,,,[],[],"['的', '棕熊']",31,train-s1320
15798,东部,14,obl,,,[],[],"['阿拉斯加', '州']",31,train-s1320
15799,地区,19,root,,,[],[],"['在', '北', '美', '洲', '育空']",31,train-s1320
15800,地区,22,conj,,,[],[],['西北'],31,train-s1320
15801,西部,30,conj,,,[],[],"['亚伯塔', '省']",31,train-s1320
15802,短面熊,1,nsubj,,,[],[],[],14,train-s1321
15803,棕熊,9,nsubj,,,[],[],[],14,train-s1321
15804,食物,13,obj,,,[],[],[],14,train-s1321
15805,种,3,clf,这,,[],[],[],36,train-s1322
15806,安置,4,nmod,,,[],[],[],36,train-s1322
15807,方法,5,nsubj,,,"['这', '种']",[],['安置'],36,train-s1322
15808,安置,9,nmod,,,[],[],[],36,train-s1322
15809,地点,10,advmod,,,[],['原本'],['安置'],36,train-s1322
15810,熊族,13,obj,,,[],[],[],36,train-s1322
15811,熊只,16,nmod,,,[],[],[],36,train-s1322
15812,竞争,19,nsubj,,,[],[],"['之间', '的', '熊只']",36,train-s1322
15813,冲突,21,conj,,,[],[],[],36,train-s1322
15814,熊只,35,obj,,,[],['弱小'],"['该', '栖息', '地']",36,train-s1322
15815,食物,1,nmod,,,[],[],[],28,train-s1323
15816,范围,2,nmod,,,[],[],['食物'],28,train-s1323
15817,个,7,clf,,一,[],[],[],28,train-s1323
15818,物种,8,nsubj,,,"['一', '个']",[],[],28,train-s1323
15819,剑齿虎,13,nmod,,,[],[],[],28,train-s1323
15820,短面熊,15,conj,,,[],[],[],28,train-s1323
15821,北美拟狮,17,conj,,,[],[],[],28,train-s1323
15822,主食,19,nsubj,,,[],[],"['短面熊', '北美拟狮', '的', '剑齿虎']",28,train-s1323
15823,种,7,clf,,一,[],[],[],22,train-s1324
15824,农业,10,nmod,,,[],[],[],22,train-s1324
15825,技术,11,advcl,,,"['一', '种']",['原始'],['农业'],22,train-s1324
15826,世界,18,nmod,,,[],[],[],22,train-s1324
15827,部分,20,nmod,,,[],[],[],22,train-s1324
15828,地区,21,obl,,,[],[],"['世界', '大', '部分']",22,train-s1324
15829,年,2,clf,,2007,[],[],[],8,train-s1325
15830,月,4,nmod:tmod,,6,"['2007', '年']",[],[],8,train-s1325
15831,组织,6,nsubj,,,[],[],[],8,train-s1325
15832,动物,1,nsubj,,,[],[],[],14,train-s1326
15833,生物,6,nmod,其他,,[],['多数'],[],14,train-s1326
15834,氧气,12,obj,,,[],[],[],14,train-s1326
15835,温带,2,obj,,,[],[],[],30,train-s1327
15836,极北,4,conj,,,[],[],[],30,train-s1327
15837,等,5,acl,,,[],[],[],30,train-s1327
15838,气候,6,compound,,,[],[],[],30,train-s1327
15839,中,8,acl,,,[],[],[],30,train-s1327
15840,植物,10,nsubj,,,[],[],[],30,train-s1327
15841,冬天,14,obl,,,[],[],[],30,train-s1327
15842,叶子,17,obj,,,[],[],[],30,train-s1327
15843,热带,22,nmod,,,[],[],[],30,train-s1327
15844,植物,23,nsubj,,许多,[],[],['热带'],30,train-s1327
15845,干季,27,obl,,,[],[],[],30,train-s1327
15846,遗传,3,nmod,,,[],[],[],13,train-s1328
15847,分化,4,obl,,,[],[],['遗传'],13,train-s1328
15848,表型,6,nmod,,,[],[],[],13,train-s1328
15849,环境,12,obj,,,[],['不同'],[],13,train-s1328
