,adj_word,adj_lemma,adj_id,adj_type,adj_comb,num_adj,n_word,n_lemma,n_id,sen_len,sen_id
6137,such,such,7,case,such,1,,,,43,newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0058
6138,giant,giant,18,amod,giant,1,fame,fame,19,43,newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0058
6139,real,real,24,amod,"real, quality",2,musicians,musician,26,43,newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0058
6140,quality,quality,25,amod,"real, quality",2,musicians,musician,26,43,newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0058
6141,ill,ill,3,amod,ill,1,humanity,humanity,4,89,newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0059
6142,twisted,twisted,9,amod,"twisted, moral",2,values,value,11,89,newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0059
6143,moral,moral,10,amod,"twisted, moral",2,values,value,11,89,newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0059
6144,manifest,manifest,13,amod,manifest,1,homosexuality,homosexuality,16,89,newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0059
6145,repressed,repressed,15,conj,repressed,1,,,,89,newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0059
6146,human,human,18,amod,human,1,beings,being,19,89,newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0059
6147,natural,natural,22,amod,natural,1,rebellion,rebellion,24,89,newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0059
6148,corrupt,corrupt,29,amod,"corrupt, social",2,outlines,outline,31,89,newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0059
6149,social,social,30,amod,"corrupt, social",2,outlines,outline,31,89,newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0059
6150,mad,mad,33,amod,mad,1,youths,youth,34,89,newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0059
6151,irrational,irrational,52,amod,irrational,1,lasciviousness,lasciviousness,55,89,newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0059
6152,feeble,feeble,54,conj,feeble,1,,,,89,newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0059
6153,other,other,58,amod,other,1,type,type,59,89,newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0059
6154,existent,existent,61,amod,existent,1,aberrations,aberration,62,89,newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0059
6155,vast,vast,68,amod,vast,1,manoeuvre,manoeuvre,69,89,newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0059
6156,main,main,75,amod,main,1,marionettes,marionette,76,89,newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0059
6157,related,related,26,amod,related,1,CD,cd,22,36,newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0060
6158,related,related,15,amod,related,1,,,,23,newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0061
6159,main,main,20,amod,main,1,puppets,puppet,22,23,newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0061
6160,HIGH,high,2,amod,HIGH,1,COURT,court,3,4,newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0063
6161,possible,possible,12,amod,"possible, military",2,strike,strike,14,47,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0008
6162,military,military,13,amod,"possible, military",2,strike,strike,14,47,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0008
6163,nuclear,nuclear,17,amod,nuclear,1,sites,site,18,47,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0008
6164,German,german,28,amod,German,1,reports,report,30,47,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0008
6165,similar,similar,33,amod,"similar, earlier",2,suggestions,suggestion,35,47,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0008
6166,earlier,earlier,34,amod,"similar, earlier",2,suggestions,suggestion,35,47,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0008
6167,Turkish,turkish,38,amod,Turkish,1,media,media,39,47,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0008
6168,daily,daily,4,amod,daily,1,,,,52,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0009
6169,military,military,50,amod,military,1,options,option,51,52,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0009
6170,open,open,6,compound,open,1,line,line,8,25,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0010
6171,past,past,21,amod,past,1,months,month,23,25,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0010
6172,recent,recent,2,amod,recent,1,elections,election,3,33,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0013
6173,fundamentalist,fundamentalist,13,amod,"fundamentalist, Shi'ite",2,organizations,organization,15,33,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0013
6174,Shi'ite,shi'ite,14,amod,"fundamentalist, Shi'ite",2,organizations,organization,15,33,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0013
6175,umbilical,umbilical,6,amod,umbilical,1,connections,connection,7,19,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0014
6176,fundamentalist,fundamentalist,10,amod,fundamentalist,1,,,,19,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0014
6177,Shi'ite,shi'ite,11,amod,Shi'ite,1,leadership,leadership,12,19,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0014
6178,significant,significant,8,amod,significant,1,portion,portion,9,14,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0015
6179,Iraqi,iraqi,12,amod,Iraqi,1,government,government,13,14,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0015
6180,military,military,6,amod,military,1,action,action,7,20,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0016
6181,immediate,immediate,17,root,immediate,1,,,,20,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0016
6182,extreme,extreme,19,conj,extreme,1,,,,20,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0016
6183,first,first,3,amod,first,1,days,day,5,31,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0017
6184,Much,much,1,nsubj,Much,1,,,,37,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0018
6185,American,american,7,amod,American,1,forces,force,8,37,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0018
6186,disgruntled,disgruntled,12,amod,"disgruntled, Sunni",2,factions,faction,14,37,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0018
6187,Sunni,sunni,13,amod,"disgruntled, Sunni",2,factions,faction,14,37,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0018
6188,own,own,18,amod,own,1,militias,militia,19,37,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0018
6189,last,last,23,amod,last,1,elections,election,24,37,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0018
6190,little,little,31,amod,"little, political",2,power,power,33,37,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0018
6191,political,political,32,amod,"little, political",2,power,power,33,37,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0018
6192,probable,probable,9,root,probable,1,,,,35,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0019
6193,American,american,11,amod,American,1,forces,force,12,35,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0019
6194,Sunni,sunni,19,amod,Sunni,1,factions,faction,20,35,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0019
6195,Shi'ite,shi'ite,30,amod,"Shi'ite, loyal",2,factions,faction,31,35,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0019
6196,loyal,loyal,32,amod,"Shi'ite, loyal",2,factions,faction,31,35,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0019
6197,dramatic,dramatic,6,amod,dramatic,1,escalation,escalation,7,45,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0020
6198,civilian,civilian,11,conj,civilian,1,,,,45,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0020
6199,very,very,37,amod,very,1,government,government,38,45,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0020
6200,last,last,9,amod,last,1,years,year,11,31,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0023
6201,conventional,conventional,14,amod,conventional,1,forces,force,15,31,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0023
6202,grueling,grueling,19,amod,grueling,1,sanctions,sanction,20,31,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0023
6203,American,american,27,obl:npmod,American,1,,,,31,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0023
6204,conventional,conventional,4,amod,conventional,1,army,army,5,42,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0024
6205,last,last,30,amod,last,1,war,war,31,42,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0024
6206,substantial,substantial,38,amod,"substantial, military",2,strength,strength,40,42,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0024
6207,military,military,39,amod,"substantial, military",2,strength,strength,40,42,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0024
6208,naval,naval,11,conj,naval,1,land,land,9,14,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0026
6209,asymmetrical,asymmetrical,12,amod,asymmetrical,1,warfare,warfare,13,14,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0026
6210,main,main,9,amod,main,1,tanks,tank,11,43,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0027
6211,other,other,14,amod,"other, armored",2,vehicles,vehicle,17,43,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0027
6212,armored,armored,15,amod,"other, armored",2,vehicles,vehicle,17,43,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0027
6213,amphibious,amphibious,40,amod,amphibious,1,ships,ship,41,43,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0027
6214,only,only,6,amod,"only, regional, military",3,power,power,9,26,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0028
6215,regional,regional,7,amod,"only, regional, military",3,power,power,9,26,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0028
6216,military,military,8,amod,"only, regional, military",3,power,power,9,26,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0028
6217,significant,significant,13,amod,"significant, conventional, military",3,threat,threat,16,26,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0028
6218,conventional,conventional,14,amod,"significant, conventional, military",3,threat,threat,16,26,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0028
6219,military,military,15,amod,"significant, conventional, military",3,threat,threat,16,26,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0028
6220,significant,significant,4,amod,significant,1,capabilities,capability,5,17,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0029
6221,asymmetric,asymmetric,7,amod,asymmetric,1,warfare,warfare,8,17,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0029
6222,additional,additional,13,amod,additional,1,threat,threat,14,17,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0029
6223,considerable,considerable,3,amod,considerable,1,evidence,evidence,4,24,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0030
6224,long,long,11,amod,long,1,range,range,13,24,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0030
6225,mass,mass,22,amod,mass,1,destruction,destruction,23,24,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0030
6226,chemical,chemical,9,amod,chemical,1,weapons,weapon,10,23,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0031
6227,biological,biological,17,amod,biological,1,weapons,weapon,18,23,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0031
6228,unknown,unknown,21,conj,unknown,1,,,,23,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0031
6229,late,late,10,amod,late,1,1980s,1980,11,29,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0033
6230,small,small,3,amod,small,1,navy,navy,4,49,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0034
6231,capable,capable,11,root,capable,1,,,,49,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0034
6232,several,several,18,amod,several,1,cases,case,19,49,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0034
6233,small,small,21,amod,small,1,boat,boat,22,49,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0034
6234,clear,clear,36,xcomp,"clear, effective",2,,,,49,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0034
6235,small,small,37,amod,"small, asymmetrical",2,tactics,tactic,39,49,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0034
6236,asymmetrical,asymmetrical,38,amod,"small, asymmetrical",2,tactics,tactic,39,49,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0034
6237,Iranian,iranian,42,amod,Iranian,1,Navy,navy,43,49,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0034
6238,effective,effective,47,ccomp,"clear, effective",2,,,,49,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0034
6239,concerning,concerning,3,root,concerning,1,,,,22,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0035
6240,numerous,numerous,5,amod,numerous,1,areas,area,6,51,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0036
6241,troublesome,troublesome,15,amod,troublesome,1,aspect,aspect,16,51,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0036
6242,anti-shipping,anti-shipping,18,amod,anti-shipping,1,missiles,missile,20,51,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0036
6243,new,new,26,amod,"new, anti-ship",2,missiles,missile,28,51,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0036
6244,anti-ship,anti-ship,27,amod,"new, anti-ship",2,missiles,missile,28,51,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0036
6245,modern,modern,47,amod,modern,1,mines,mine,48,51,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0036
6246,greatest,greatest,10,amod,greatest,1,concern,concern,11,24,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0037
6247,American,american,13,amod,American,1,forces,force,14,24,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0037
6248,naval,naval,19,amod,naval,1,forces,force,20,25,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0038
6249,mountainous,mountainous,20,amod,"mountainous, Iranian",2,coastline,coastline,22,23,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0039
6250,Iranian,iranian,21,amod,"mountainous, Iranian",2,coastline,coastline,22,23,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0039
6251,high,high,7,amod,high,1,ground,ground,8,12,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0040
6252,bloody,bloody,9,amod,bloody,1,havoc,havoc,10,16,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0041
6253,dangerous,dangerous,12,nsubj,dangerous,1,,,,24,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0042
6254,Russian,russian,15,advmod,Russian,1,,,,24,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0042
6255,fastest,fastest,8,amod,"fastest, anti-ship",2,weapons,weapon,10,14,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0043
6256,anti-ship,anti-ship,9,amod,"fastest, anti-ship",2,weapons,weapon,10,14,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0043
6257,high,high,8,amod,high,1,altitude,altitude,9,10,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0044
6258,maximum,maximum,2,amod,maximum,1,speed,speed,6,21,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0045
6259,low,low,3,amod,low,1,altitude,altitude,5,21,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0045
6260,faster,faster,14,amod,faster,1,Mach,mach,8,21,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0045
6261,American,american,17,advmod,American,1,,,,21,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0045
6262,short,short,5,amod,short,1,minutes,minute,6,12,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0046
6263,full,full,10,amod,full,1,range,range,11,12,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0046
6264,superior,superior,5,root,superior,1,,,,10,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0048
6265,incredible,incredible,7,amod,incredible,1,speed,speed,8,37,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0054
6266,terrible,terrible,18,amod,terrible,1,damage,damage,19,37,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0054
6267,American,american,32,amod,American,1,attack,attack,33,37,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0054
6268,naval,naval,3,amod,naval,1,threat,threat,4,20,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0055
6269,military,military,12,amod,military,1,muscle,muscle,13,20,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0055
6270,ongoing,ongoing,16,amod,ongoing,1,struggle,struggle,17,20,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0055
6271,asymmetrical,asymmetrical,8,amod,asymmetrical,1,attack,attack,9,23,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0056
6272,small,small,13,amod,small,1,arms,arm,14,23,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0056
6273,vaunted,vaunted,2,amod,"vaunted, American",2,military,military,4,20,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0057
6274,American,american,3,amod,"vaunted, American",2,military,military,4,20,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0057
6275,wounded,wounded,14,nmod,wounded,1,thousands,thousand,12,20,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0057
6276,more,more,16,advmod,more,1,,,,21,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0058
6277,armored,armored,12,amod,armored,1,vehicles,vehicle,14,44,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0059
6278,strong,strong,26,amod,strong,1,army,army,27,44,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0059
6279,dire,dire,43,xcomp,dire,1,,,,44,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0059
6280,Syrian,syrian,4,amod,Syrian,1,Connection,connection,5,5,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0060
6281,mutual,mutual,12,amod,mutual,1,protection,protection,13,25,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0061
6282,specific,specific,4,amod,specific,1,reaction,reaction,5,42,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0062
6283,American,american,8,amod,American,1,invasion,invasion,9,42,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0062
6284,Lebanese,lebanese,26,amod,Lebanese,1,,,,42,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0062
6285,mutual,mutual,8,amod,mutual,1,defense,defense,9,23,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0063
6286,direct,direct,18,amod,direct,1,conflict,conflict,19,23,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0063
6287,American,american,21,amod,American,1,forces,force,22,23,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0063
6288,credible,credible,3,amod,credible,1,analysis,analysis,4,19,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0065
6289,strongest,strongest,10,amod,"strongest, military",2,force,force,12,19,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0065
6290,military,military,11,amod,"strongest, military",2,force,force,12,19,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0065
6291,significant,significant,9,amod,"significant, military",2,strength,strength,11,22,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0066
6292,military,military,10,amod,"significant, military",2,strength,strength,11,22,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0066
6293,overwhelming,overwhelming,20,amod,overwhelming,1,capabilities,capability,21,22,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0066
6294,massive,massive,18,amod,massive,1,capability,capability,20,21,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0067
6295,Syrian,syrian,2,amod,Syrian,1,,,,25,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0068
6296,largest,largest,7,amod,largest,1,arsenals,arsenal,8,23,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0069
6297,ballistic,ballistic,10,amod,ballistic,1,missiles,missile,11,23,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0069
6298,willing,willing,9,amod,willing,1,providers,provider,10,20,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0070
6299,advanced,advanced,15,amod,advanced,1,capability,capability,18,23,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0071
6300,chemical,chemical,16,amod,chemical,1,weapons,weapon,17,23,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0071
6301,ominous,ominous,3,amod,ominous,1,possibilities,possibility,4,41,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0073
6302,Iraqi,iraqi,7,amod,Iraqi,1,chaos,chaos,8,41,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0073
6303,Syrian,syrian,16,amod,Syrian,1,involvement,involvement,17,41,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0073
6304,large,large,19,xcomp,large,1,,,,41,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0073
6305,great,great,11,amod,great,1,thirst,thirst,12,22,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0074
6306,natural,natural,16,amod,natural,1,gas,gas,17,22,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0074
6307,last,last,3,amod,"last, several",2,months,month,5,25,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0075
6308,several,several,4,amod,"last, several",2,months,month,5,25,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0075
6309,Iranian,iranian,20,amod,Iranian,1,oil,oil,21,25,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0075
6310,natural,natural,23,amod,natural,1,gas,gas,24,25,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0075
6311,natural,natural,9,amod,natural,1,gas,gas,10,41,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0076
6312,next,next,15,amod,next,1,years,year,17,41,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0076
6313,massive,massive,22,amod,massive,1,field,field,25,41,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0076
6314,direct,direct,13,amod,direct,1,threat,threat,14,19,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0078
6315,economic,economic,17,amod,economic,1,health,health,18,19,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0078
6316,natural,natural,17,amod,natural,1,gas,gas,18,24,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0079
6317,natural,natural,14,amod,natural,1,gas,gas,15,29,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0080
6318,significant,significant,27,amod,significant,1,threat,threat,28,29,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0080
6319,military,military,8,amod,military,1,level,level,9,24,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0081
6320,large,large,7,amod,large,1,portion,portion,8,19,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0082
6321,American,american,11,amod,American,1,economy,economy,12,19,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0082
6322,many,many,22,amod,many,1,years,year,23,44,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0083
6323,persistent,persistent,25,amod,persistent,1,surpluses,surplus,27,44,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0083
